time,x,y,theta
0.000000,18.700000,10.700000,0.000000
2.120230,18.063485,9.842560,0.000000
3.113571,17.860277,9.282267,0.000000
5.440967,17.547695,8.194934,0.000000
7.997346,18.054010,7.398350,0.000000
10.300789,17.597794,6.093753,0.000000
12.160737,16.841442,5.671886,0.000000
13.399689,16.386995,5.614643,0.000000
15.490522,15.817555,5.464575,0.000000
16.430407,15.750450,4.904651,0.000000
17.673249,15.328263,4.797365,0.000000
20.170444,14.167515,4.170897,0.000000
22.843904,12.778995,4.228530,0.000000
24.726263,11.755975,4.707080,0.000000
27.062348,10.656266,5.576140,0.000000
29.711928,9.550024,6.411797,0.000000
31.797616,9.098522,5.292023,0.000000
33.645971,7.992129,5.368205,0.000000
35.922371,7.206318,5.984176,0.000000
38.161457,6.463946,7.103885,0.000000
40.477291,5.640830,8.223345,0.000000
41.681142,5.184151,8.782967,0.000000
45.005371,3.505654,9.860385,0.000000
47.236197,2.830216,10.497763,0.000000
50.275831,2.845695,11.022272,0.000000
51.126063,2.700000,10.700000,0.000000
