time,x,y,theta
0.000000,2.565348,1.749954,1.570000
6.461950,2.757340,3.303318,5.450550
7.184595,2.702521,3.418327,4.977804
7.983950,2.666207,3.592759,4.876224
8.783825,2.646062,3.767924,4.797087
9.583769,2.636883,3.943694,4.744974
10.383744,2.634771,4.119704,4.711986
11.183735,2.637017,4.295800,4.692171
11.983734,2.641769,4.471922,4.681311
12.783736,2.647767,4.648052,4.676522
13.583738,2.654156,4.824182,4.675866
14.383738,2.660352,5.000309,4.678029
15.183736,2.665957,5.176431,4.682101
15.983731,2.670708,5.352542,4.687434
16.783723,2.674433,5.528642,4.693552
17.583711,2.677034,5.704725,4.700094
18.383697,2.678469,5.880790,4.706784
19.183679,2.678733,6.056835,4.713403
19.983657,2.677860,6.232857,4.719777
20.783632,2.675909,6.408856,4.725753
21.583605,2.672962,6.584830,4.731226
22.383575,2.669113,6.760782,4.736134
23.183539,2.664472,6.936710,4.740392
23.983503,2.659157,7.112612,4.743961
24.783466,2.653291,7.288484,4.746826
25.583428,2.646998,7.464263,4.748991
26.383374,2.640035,7.621480,4.761223
27.183299,2.632764,7.751403,4.772670
27.983206,2.625191,7.869477,4.778905
28.782663,2.615893,7.987343,4.799317
29.643715,2.565348,8.020454,4.799317
