time,x,y,theta
0.000000,1.700000,15.000000,0.000000
1.897388,2.658523,14.714463,-0.544660
4.817704,3.241177,13.926576,-1.095858
6.726920,4.138584,13.214609,-0.291719
8.372312,4.603375,13.170080,-0.207601
10.569124,5.804777,12.627875,-0.323101
11.803809,6.539450,12.723041,0.565014
13.071859,7.067350,13.270933,0.894284
14.781015,7.356662,13.455158,0.390203
16.299764,7.807148,13.659660,0.455495
19.784816,8.221437,14.560683,-0.827203
21.447446,8.468910,14.320160,-0.749295
23.045023,8.694918,13.976660,-1.159279
25.202690,9.735423,13.206376,-0.386712
26.801072,10.529589,13.127399,0.000008
28.113606,11.253534,13.437386,0.615555
30.749644,12.484492,14.430500,0.855139
32.951834,13.243163,15.132777,0.535831
35.661113,14.586791,15.179314,-0.206118
37.326600,15.369555,14.558133,-0.650241
39.372220,16.595248,14.622314,-0.511208
40.050752,16.700000,15.000000,-0.511208
