time,x,y,theta
0.000000,3.300000,15.000000,0.000000
1.897388,4.261476,14.465031,0.000000
4.817704,5.598821,13.332920,0.000000
6.726920,6.621412,13.625008,0.000000
8.372312,7.116621,12.770958,0.000000
10.569124,7.835217,12.944740,0.000000
11.803809,8.060543,13.611020,0.000000
13.071859,8.492643,14.023118,0.000000
14.781015,9.163323,14.798892,0.000000
16.299764,9.672836,15.554386,0.000000
19.784816,10.664374,13.713391,0.000000
21.447446,11.376900,13.015201,0.000000
23.045023,12.110891,12.398704,0.000000
25.202690,12.989342,12.806747,0.000000
26.801072,13.153962,13.751542,0.000000
28.113606,13.390016,14.401540,0.000000
30.749644,14.079055,14.815290,0.000000
32.951834,15.240379,14.959421,0.000000
35.661113,16.436034,14.393154,0.000000
37.326600,17.412752,14.375866,0.000000
39.372220,18.195837,14.870304,0.000000
40.050752,18.300000,15.000000,0.000000
