time,x,y,theta
0.000000,3.704768,7.874454,-1.570000
3.091757,3.769444,6.976175,-0.797987
3.873627,3.859576,6.751177,-1.465267
4.673075,3.866745,6.503452,-1.585295
5.472509,3.855310,6.256090,-1.635951
6.272241,3.835380,6.008976,-1.660094
7.072230,3.812631,5.762025,-1.664114
7.872225,3.789988,5.515062,-1.661153
8.672218,3.768341,5.268011,-1.656524
9.472211,3.747866,5.020860,-1.651712
10.272203,3.728616,4.773610,-1.646679
11.072196,3.710708,4.526260,-1.641038
11.872186,3.694256,4.278809,-1.634994
18.342198,3.685093,2.273126,-1.246883
18.881173,3.732921,2.113036,-1.272866
19.129300,3.704768,2.041454,-1.272866
