time,x,y,theta,v,omega
0.000000,3.000000,3.000000,0.000000,0.000000,-0.175000
2.409084,4.374512,3.447262,0.053191,0.450000,0.307500
4.036622,5.293510,3.777475,0.742737,0.000000,-1.400000
4.898921,5.696582,4.101842,0.648080,0.180000,-0.400200
6.219165,6.480240,4.217493,-0.619652,0.900000,-0.026500
7.081646,6.895478,3.908669,-0.648954,0.900000,0.180900
8.786769,7.856275,3.557172,-0.144712,0.900000,0.014900
10.511432,8.884082,3.437094,-0.150587,0.000000,1.650000
12.236023,9.915209,3.350521,-0.058687,0.000000,1.750000
13.098522,10.431953,3.322566,-0.051956,0.540000,0.288500
14.908818,11.506184,3.161913,0.106129,0.900000,-0.007800
16.303740,12.332982,3.291893,0.847026,0.810000,-0.000200
18.024942,13.365450,3.314773,-0.055674,0.000000,0.000000
19.749896,14.397314,3.234628,-0.086271,0.000000,0.000000
21.474895,15.428225,3.142721,-0.090037,0.000000,0.000000
23.199895,16.458995,3.049245,-0.090640,0.000000,0.000000
24.105297,17.000000,3.000000,0.000000,0.000000,0.000000
