time,xc,yc,theta_c,sx,sy
0.000000,2.500000,15.000000,0.000000,1.000000,1.000000
1.897388,3.459999,14.589747,-0.154370,1.013902,1.194699
4.817704,4.419999,13.629748,-0.246673,1.519523,1.206881
6.726920,5.379998,13.419808,0.163814,1.572824,0.804058
8.372312,5.859998,12.970519,-0.157492,1.590463,1.200034
10.569124,6.819997,12.786308,0.154809,1.284385,1.006592
11.803809,7.299997,13.167031,0.528405,1.100821,0.614690
13.071859,7.779996,13.647025,0.485593,1.007248,0.660053
14.781015,8.259992,14.127025,0.639500,1.407242,1.009139
16.299764,8.739992,14.607023,0.793120,1.661933,1.408992
19.784816,9.442906,14.137037,-0.333851,1.616063,1.972752
21.447446,9.922905,13.667681,-0.421814,1.992106,2.358835
23.045023,10.402905,13.187682,-0.432734,2.351762,2.216129
25.202690,11.362382,13.006561,-0.122202,2.048979,1.521117
26.801072,11.841776,13.439471,0.233488,1.685982,1.242886
28.113606,12.321775,13.919463,0.423919,1.464975,1.126195
30.749644,13.281773,14.622895,0.236787,1.025209,1.035723
32.951834,14.241771,15.046099,-0.086582,1.252953,1.086685
35.661113,15.511413,14.786234,-0.401977,1.255884,1.362512
37.326600,16.391153,14.467000,-0.088971,1.282069,1.363840
39.372220,17.395542,14.746309,0.153715,1.012304,0.894788
40.050752,17.500000,15.000000,0.000000,1.000000,1.000000
