time,x,y,vx,vy
0.000000,10.000000,18.000000,-0.000000,-0.000000
1.607409,9.745114,17.069845,-0.316500,-0.173800
3.034583,9.315321,16.329214,-0.647100,-0.744100
4.518151,8.477830,16.027618,-0.120500,-0.740300
6.805732,7.194790,15.540077,-0.000000,-0.000000
7.639065,6.700716,15.463321,0.000000,-0.000000
10.004106,5.333318,15.084042,0.328400,-0.358400
11.506931,5.130787,14.205387,0.807200,-0.763500
13.933537,4.770424,12.794724,0.635800,-0.601200
16.408374,4.521948,11.330759,0.660900,-0.354600
18.822563,4.236135,9.910723,0.000000,0.000000
20.426045,4.357400,8.956307,0.000000,0.000000
22.603840,4.764023,7.714509,0.000000,0.000000
23.437173,5.101804,7.345858,0.000000,0.000000
25.509552,5.567022,6.192738,0.000000,0.000000
27.249704,6.325146,5.474842,0.000000,0.000000
28.083038,6.688448,5.131314,0.000000,0.000000
28.916371,7.051750,4.787785,0.000000,0.000000
31.374487,8.202984,3.865885,0.000000,0.000000
33.041153,8.896673,3.145611,0.000000,0.000000
35.060929,9.643532,2.191242,0.000000,0.000000
35.735143,10.000000,2.000000,0.000000,0.000000
