time,x,y,theta
0.000000,3.996667,4.000000,0.000000
0.266652,4.154913,3.979933,-0.222817
0.533315,4.309621,3.939262,-0.275884
0.799987,4.463094,3.894081,-0.292036
1.066662,4.616145,3.847489,-0.297431
1.333337,4.769039,3.800379,-0.299710
1.600011,4.921852,3.753009,-0.301105
1.866685,5.074607,3.705450,-0.302248
2.133359,5.227311,3.657725,-0.303307
2.400032,5.379965,3.609844,-0.304315
2.666705,5.532573,3.561813,-0.305274
2.933377,5.685137,3.513641,-0.306178
3.200048,5.837659,3.465337,-0.307021
3.466720,5.990143,3.416911,-0.307800
3.733390,6.142591,3.368372,-0.308512
4.000060,6.295007,3.319732,-0.309154
4.266729,6.447394,3.271000,-0.309725
4.533398,6.599756,3.222188,-0.310223
4.800065,6.752096,3.173308,-0.310648
7.453520,8.190973,2.879874,-0.098629
7.720196,8.346069,2.843204,-0.350363
7.986809,8.498413,2.794456,-0.286671
8.253485,8.652746,2.752335,-0.254688
8.520163,8.807995,2.713710,-0.237655
8.786839,8.963703,2.676986,-0.228286
9.053505,9.119657,2.641324,-0.222994
9.320133,9.275742,2.606252,-0.220035
9.586757,9.431883,2.571441,-0.218883
9.853376,9.587958,2.536349,-0.222279
10.119993,9.743752,2.500036,-0.232816
10.386614,9.899057,2.461676,-0.247545
12.692910,11.201397,2.581028,-0.064001
13.993185,11.883342,2.812245,0.440000
17.127759,13.749178,2.575899,-0.572398
18.358501,13.713515,2.156821,-1.279790
18.623818,13.668262,2.307256,-1.289645
18.886531,13.644547,2.389712,-1.302470
19.462456,13.799522,2.698567,-1.302470
