time,x,y,theta
0.000000,17.300000,9.300000,0.000000
2.120230,16.106657,9.740757,0.000000
3.113571,15.751596,9.346750,0.000000
5.440967,14.929509,8.514719,0.000000
7.997346,14.871808,7.029505,0.000000
10.300789,13.909143,6.860822,0.000000
12.160737,13.199518,6.009642,0.000000
13.399689,12.861133,5.347754,0.000000
15.490522,11.927710,4.509607,0.000000
16.430407,11.599977,4.109534,0.000000
17.673249,11.247839,3.452210,0.000000
20.170444,10.047005,2.847455,0.000000
22.843904,8.557631,2.774382,0.000000
24.726263,7.663002,3.109120,0.000000
27.062348,7.105288,3.513170,0.000000
29.711928,5.971966,3.760415,0.000000
31.797616,4.764747,3.430786,0.000000
33.645971,3.994177,2.844400,0.000000
35.922371,2.939344,3.474677,0.000000
38.161457,2.446205,4.221791,0.000000
40.477291,1.970117,4.918133,0.000000
41.681142,1.743413,5.242992,0.000000
45.005371,2.475545,6.158476,0.000000
47.236197,1.656501,7.217125,0.000000
50.275831,0.998876,8.918214,0.000000
51.126063,1.300000,9.300000,0.000000
