time,x,y,theta
0.000000,18.700000,9.300000,0.000000
2.120230,17.701456,9.030112,1.113711
3.113571,17.490032,8.511584,1.216802
5.440967,16.930567,7.232117,2.204523
7.997346,16.983724,5.699211,0.696535
10.300789,16.358999,4.693480,0.709366
12.160737,15.439772,4.060703,0.734391
13.399689,14.975586,3.748523,0.638567
15.490522,14.326940,3.036624,1.629644
16.430407,14.274844,2.480987,1.391617
17.673249,13.929765,2.074658,0.441377
20.170444,12.591826,1.400214,0.441471
22.843904,11.317894,1.365652,-0.090277
24.726263,10.408761,1.825434,-0.656380
27.062348,9.672751,2.650163,-0.871456
29.711928,8.926982,3.189120,-1.912455
31.797616,8.187078,2.365079,-2.226762
33.645971,7.287570,2.128226,-3.276196
35.922371,6.721357,2.883207,-0.870466
38.161457,6.084890,3.803837,-0.987810
40.477291,5.418849,4.700804,-0.831400
41.681142,5.059857,5.130144,-0.891849
45.005371,4.328730,6.630764,-1.206080
47.236197,3.557331,7.713536,-1.922435
50.275831,3.042913,9.131408,-3.075847
51.126063,2.700000,9.300000,-3.075847
