time,x,y,theta
0.000000,3.996667,6.000000,0.000000
0.266652,4.156614,5.996241,-0.029562
0.533315,4.316442,5.988887,-0.055575
0.799987,4.476123,5.978719,-0.068316
1.066662,4.635710,5.967164,-0.074643
1.333337,4.795245,5.954920,-0.077775
1.600011,4.954754,5.942338,-0.079304
1.866685,5.114250,5.929591,-0.080038
2.133359,5.273739,5.916765,-0.080395
2.400032,5.433225,5.903897,-0.080597
2.666705,5.592708,5.891001,-0.080762
2.933377,5.752189,5.878076,-0.080954
3.200048,5.911666,5.865114,-0.081209
3.466720,6.071138,5.852103,-0.081548
3.733390,6.230606,5.839028,-0.081983
4.000060,6.390066,5.825873,-0.082523
4.266729,6.549518,5.812621,-0.083173
4.533398,6.708959,5.799254,-0.083937
4.800065,6.868389,5.785754,-0.084819
7.453520,7.589751,5.417950,-0.484481
7.720196,7.732119,5.344921,-0.468247
7.986809,7.875049,5.273268,-0.462531
8.253485,8.018315,5.202019,-0.460892
8.520163,8.161528,5.130659,-0.463164
8.786839,8.304410,5.058641,-0.469221
9.053505,8.446678,4.985431,-0.479045
9.320133,8.588023,4.910507,-0.492704
9.586757,8.728055,4.833386,-0.510198
9.853376,8.865862,4.754055,-0.530115
10.119993,8.999797,4.673452,-0.549241
10.386614,9.128450,4.592997,-0.565090
12.692910,10.108804,5.569596,1.192989
13.993185,10.077487,5.747416,1.159313
17.127759,10.205061,4.007571,1.654040
18.358501,10.081202,3.279588,1.800665
18.623818,10.117820,3.124667,1.794972
18.886531,10.152859,2.970982,1.788058
19.462456,10.199523,2.701434,1.788058
