time,x,y,theta
0.000000,2.565768,7.874547,-1.570000
3.091757,2.153180,6.384744,-0.859566
3.873627,2.317038,6.031221,-1.292962
4.673075,2.375663,5.636597,-1.505077
5.472509,2.383905,5.236965,-1.582467
6.272241,2.374616,4.924497,-1.612873
7.072230,2.359887,4.661294,-1.635398
7.872225,2.341331,4.409409,-1.649911
8.672218,2.320876,4.160671,-1.654680
9.472211,2.300764,3.912750,-1.649914
10.272203,2.282939,3.664638,-1.637908
11.072196,2.268635,3.415894,-1.622215
11.872186,2.258798,3.176684,-1.605492
18.342198,2.497417,1.870703,-1.772755
18.881173,2.536068,2.030026,-1.795797
19.129300,2.565768,2.041547,-1.795797
