time,xc,yc,theta_c,sx,sy
0.000000,5.684762,5.931773,0.793508,1.000000,1.000000
1.017326,5.839880,6.082838,0.813330,1.019670,0.985261
2.042376,5.992238,6.237434,0.834200,1.040682,0.980489
2.985283,6.109677,6.412571,0.848657,1.051784,0.984484
3.871584,6.197988,6.598945,0.860225,1.056651,0.993694
4.730477,6.269632,6.789917,0.870600,1.058561,1.004626
5.576503,6.332338,6.982896,0.880304,1.059149,1.016028
6.415765,6.389836,7.176919,0.889553,1.059110,1.027596
7.250930,6.443907,7.371588,0.898456,1.058742,1.039260
8.083222,6.495408,7.566719,0.907073,1.058180,1.051005
8.913218,6.544745,7.762225,0.915435,1.057481,1.062822
9.741193,6.592095,7.958061,0.923560,1.056674,1.074702
10.567275,6.637523,8.154203,0.931457,1.055768,1.086631
11.391520,6.681029,8.350637,0.939132,1.054765,1.098595
12.213950,6.722577,8.547354,0.946588,1.053664,1.110575
13.034569,6.762110,8.744347,0.953832,1.052459,1.122555
21.030538,6.924712,10.571019,1.119808,0.943826,1.025232
21.843105,6.935772,10.729993,1.159826,0.924265,0.997888
22.692356,6.935893,10.863100,1.218116,0.907691,0.952408
25.069288,7.000000,11.000000,1.570000,1.000000,1.000000
