time,x,y,theta
0.000000,5.054286,7.295320,0.793508
1.017326,5.204716,7.426956,0.679897
2.042376,5.341609,7.571744,0.933129
2.985283,5.439501,7.745461,1.150897
3.871584,5.504307,7.934393,1.292283
4.730477,5.551033,8.128772,1.359532
5.576503,5.588623,8.325164,1.394538
6.415765,5.621093,8.522477,1.415349
7.250930,5.650266,8.720308,1.429654
8.083222,5.676987,8.918486,1.440926
8.913218,5.701652,9.116931,1.450776
9.741193,5.724443,9.315601,1.459989
10.567275,5.745434,9.514470,1.468969
11.391520,5.764640,9.713520,1.477941
12.213950,5.782045,9.912735,1.487050
13.034569,5.797607,10.112103,1.496401
21.030538,5.845538,11.649201,1.569514
21.843105,5.845424,11.739280,1.578591
22.692356,5.845564,11.776829,1.583053
25.069288,5.594686,11.530897,1.583053
