time,x,y,theta
0.000000,2.567768,0.875452,1.570000
5.220566,2.535274,2.012483,2.296944
6.014595,2.451023,2.165509,1.946867
14.448649,2.694557,3.958570,2.118382
15.248190,2.603552,4.109097,2.103264
16.048130,2.527909,4.267701,1.958257
16.848086,2.475178,4.435401,1.823508
17.648061,2.442434,4.608205,1.717697
18.448084,2.424939,4.783262,1.641471
19.248149,2.418086,4.959083,1.590461
20.048236,2.418020,5.135049,1.559506
20.848324,2.421721,5.310981,1.543938
21.648401,2.426903,5.486878,1.539882
22.448460,2.431878,5.662783,1.544240
23.248496,2.435438,5.838723,1.554537
24.048514,2.437957,6.014681,1.557847
24.848521,2.441653,6.190606,1.545127
25.648519,2.447046,6.366460,1.537305
26.448508,2.452727,6.541184,1.539093
27.248441,2.458613,6.684901,1.524097
28.048324,2.466238,6.809265,1.500608
28.848192,2.475923,6.921069,1.474644
29.648067,2.487514,7.023849,1.449081
30.447968,2.500800,7.120198,1.425153
31.247890,2.515523,7.211757,1.403812
32.047861,2.531386,7.299529,1.385755
32.723489,2.567768,7.291452,1.385755
