time,x,y,theta
0.000000,1.709849,1.140454,1.570000
2.710404,1.634617,1.731978,1.159191
3.502005,1.664960,1.903466,1.536875
4.300801,1.644848,2.077746,1.775636
12.687969,1.703857,3.921980,2.108784
13.486632,1.630481,4.081631,1.935785
14.286236,1.580981,4.250339,1.807420
15.086301,1.548731,4.423233,1.723053
15.886475,1.527025,4.597785,1.676805
16.686667,1.509989,4.772861,1.662103
17.486840,1.492761,4.947937,1.672951
18.286966,1.471469,5.122531,1.703955
19.087029,1.443211,5.295982,1.749865
19.886837,1.416089,5.425870,1.793495
20.686456,1.392696,5.520507,1.828769
21.486037,1.368055,5.607939,1.861197
22.285650,1.340067,5.696791,1.891039
23.085338,1.307704,5.790387,1.917145
23.885100,1.270808,5.889520,1.938193
24.684837,1.229895,5.993647,1.953715
25.316315,1.139849,6.080454,1.953715
