time,x,y,theta
0.000000,2.470454,1.899849,1.570000
0.146665,2.470544,2.075847,1.570440
0.293330,2.470584,2.251845,1.570654
0.439995,2.470598,2.427843,1.570752
0.586660,2.470601,2.603841,1.570796
0.733325,2.470599,2.779839,1.570815
0.879990,2.470595,2.955837,1.570823
1.026655,2.470589,3.131834,1.570826
1.173320,2.470584,3.307832,1.570827
1.319984,2.470579,3.483830,1.570828
1.466649,2.470573,3.659827,1.570828
1.613313,2.470568,3.835824,1.570828
1.759977,2.470562,4.011821,1.570828
1.906642,2.470556,4.187818,1.570828
2.053306,2.470551,4.363815,1.570829
2.199969,2.470545,4.539812,1.570829
2.346633,2.470539,4.715808,1.570829
2.493296,2.470534,4.891804,1.570829
2.639960,2.470528,5.067800,1.570829
2.786622,2.470522,5.243795,1.570829
2.933285,2.470516,5.419790,1.570829
3.079947,2.470511,5.595785,1.570830
3.226609,2.470505,5.771779,1.570830
3.373270,2.470499,5.947772,1.570830
3.519930,2.470493,6.123764,1.570832
3.666589,2.470486,6.299754,1.570834
3.813246,2.470479,6.475743,1.570839
3.959902,2.470469,6.651726,1.570856
4.106552,2.470454,6.827687,1.570904
4.253194,2.470441,7.003656,1.570859
4.399743,2.470426,7.179434,1.570896
4.527194,2.470414,7.332376,1.570862
4.570173,2.470411,7.383951,1.570848
4.591788,2.470454,7.409849,1.570848
