time,x,y,theta,v,omega
0.000000,4.000000,8.000000,0.000000,0.000000,0.150000
0.162365,4.192824,8.027940,0.198395,0.100000,0.400400
0.324843,4.381926,8.075427,0.267945,0.250000,0.317400
0.487339,4.568925,8.130698,0.296116,0.450000,0.233500
0.649839,4.754991,8.189042,0.307336,0.600000,0.185800
0.812339,4.940671,8.248606,0.311805,0.200000,0.137900
0.974839,5.126195,8.308656,0.313585,0.350000,0.109500
1.137339,5.311656,8.368899,0.314295,0.550000,0.080600
1.299839,5.497092,8.429218,0.314578,0.100000,0.064100
1.462339,5.682518,8.489569,0.314690,0.300000,0.047100
1.624839,5.867941,8.549931,0.314735,0.450000,0.037400
3.033324,7.515353,8.927751,-0.621739,0.200000,0.003500
3.195686,7.707680,8.958911,0.215510,0.400000,0.002600
3.358164,7.895920,9.009706,0.285732,0.550000,0.002000
3.520660,8.081889,9.068349,0.314346,0.100000,0.001600
3.683160,8.266851,9.130104,0.325799,0.300000,0.001200
3.845660,8.451395,9.193101,0.330386,0.500000,0.000900
4.008160,8.635768,9.256594,0.332224,0.050000,0.000700
4.170660,8.820073,9.320286,0.332960,0.200000,0.000600
4.333160,9.004351,9.384058,0.333255,0.450000,0.000400
4.495660,9.188617,9.447862,0.333374,0.600000,0.000300
4.658160,9.372879,9.511678,0.333421,0.150000,0.000200
4.820660,9.557139,9.575500,0.333440,0.300000,0.000200
4.983160,9.741399,9.639323,0.333448,0.550000,0.000100
5.145660,9.925658,9.703148,0.333451,0.100000,0.000100
5.308160,10.109917,9.766973,0.333452,0.250000,0.000100
5.470660,10.294176,9.830798,0.333453,0.400000,0.000100
5.633160,10.478435,9.894623,0.333453,0.000000,-0.150000
5.795660,10.662694,9.958448,0.333453,0.000000,-0.600000
5.958160,10.846953,10.022273,0.333453,0.000000,-1.050000
6.120660,11.031212,10.086098,0.333453,0.000000,-1.406200
6.283160,11.215471,10.149923,0.333453,0.000000,-0.830300
6.445660,11.399730,10.213748,0.333453,0.000000,-0.605300
6.608160,11.583989,10.277573,0.333453,0.150000,-0.347000
6.770660,11.768248,10.341398,0.333453,0.300000,-0.276500
6.933160,11.952507,10.405223,0.333453,0.500000,-0.206100
7.095660,12.136766,10.469048,0.333453,0.000000,0.150000
7.258160,12.321025,10.532873,0.333453,0.000000,0.600000
7.420660,12.505283,10.596698,0.333453,0.000000,1.050000
7.583160,12.689542,10.660523,0.333453,0.000000,1.102700
7.745660,12.873801,10.724348,0.333453,0.000000,0.723500
7.908160,13.058060,10.788173,0.333453,0.100000,0.402000
8.070660,13.242319,10.851998,0.333453,0.250000,0.318900
8.233160,13.426578,10.915823,0.333453,0.450000,0.234900
8.395660,13.610837,10.979648,0.333453,0.600000,0.187300
8.558160,13.795096,11.043473,0.333453,0.150000,0.150500
8.720660,13.979355,11.107298,0.333453,0.300000,0.119400
8.883160,14.163614,11.171123,0.333453,0.500000,0.088100
9.045660,14.347873,11.234948,0.333453,0.100000,0.065000
9.208160,14.532132,11.298773,0.333453,0.250000,0.051600
9.370660,14.716391,11.362598,0.333453,0.400000,0.041000
9.533160,14.900650,11.426423,0.333453,0.600000,0.030300
9.695660,15.084909,11.490248,0.333453,0.200000,0.022300
9.858160,15.269168,11.554073,0.333453,0.350000,0.017700
10.020660,15.453427,11.617898,0.333453,0.500000,0.014100
10.183160,15.637686,11.681724,0.333453,0.100000,0.010400
10.345660,15.821945,11.745549,0.333453,0.300000,0.007700
10.508160,16.006204,11.809374,0.333453,0.450000,0.006100
10.670660,16.190463,11.873199,0.333453,0.600000,0.004900
10.833160,16.374722,11.937024,0.333453,0.250000,0.003300
10.995660,16.558981,12.000849,0.333453,0.400000,0.002600
11.158160,16.743240,12.064674,0.333453,0.550000,0.002100
11.320660,16.927499,12.128499,0.333453,0.100000,0.001700
11.483160,17.111758,12.192324,0.333453,0.350000,0.001100
11.645660,17.296017,12.256149,0.333453,0.500000,0.000900
11.808160,17.480275,12.319974,0.333453,0.050000,0.000700
11.970660,17.664534,12.383799,0.333453,0.200000,0.000600
12.133160,17.848793,12.447624,0.333453,0.450000,0.000400
12.266510,18.000000,12.500000,0.333453,0.550000,0.000300
12.266510,18.000000,12.500000,0.000000,0.550000,0.000300
