time,x,y,theta
0.000000,2.469546,0.759849,1.570000
1.173320,2.469638,0.935847,1.570432
2.346640,2.469677,1.111845,1.570654
3.519960,2.469692,1.287843,1.570752
4.693280,2.469695,1.463841,1.570796
5.866600,2.469693,1.639839,1.570815
7.039920,2.469689,1.815837,1.570823
8.213240,2.469683,1.991835,1.570826
9.386560,2.469678,2.167832,1.570827
10.559872,2.469673,2.343830,1.570828
11.733192,2.469667,2.519827,1.570828
12.906504,2.469662,2.695825,1.570828
14.079816,2.469656,2.871822,1.570828
15.253136,2.469651,3.047819,1.570828
16.426448,2.469645,3.223816,1.570828
17.599752,2.469639,3.399812,1.570828
18.773064,2.469634,3.575808,1.570828
19.946368,2.469628,3.751805,1.570828
21.119680,2.469623,3.927800,1.570828
22.292976,2.469617,4.103796,1.570828
23.466296,2.469612,4.279791,1.570828
24.639576,2.469606,4.455785,1.570827
25.812856,2.469601,4.631779,1.570827
26.986120,2.469595,4.807772,1.570826
28.159360,2.469590,4.983764,1.570825
29.332572,2.469585,5.159755,1.570823
30.505728,2.469581,5.335744,1.570818
31.678816,2.469580,5.511731,1.570801
32.851936,2.469584,5.687711,1.570754
34.025552,2.469585,5.863682,1.570798
35.198944,2.469589,6.039540,1.570761
36.218064,2.469591,6.192407,1.570796
36.561384,2.469591,6.243959,1.570808
36.734304,2.469546,6.269849,1.570808




