time,xc,yc,theta_c,sx,sy
0.000000,5.666667,6.000000,0.000000,1.000000,1.000000
6.398164,7.155197,6.158726,-0.084367,1.086809,1.018210
11.222472,8.261071,6.160400,0.002997,1.152961,1.017402
15.295374,9.178441,6.238029,0.075008,1.217929,0.950242
23.344624,11.098887,6.130561,0.000601,1.273674,0.928033
31.405313,13.030605,5.998061,-0.066938,1.327382,0.929157
37.859257,14.561401,6.087852,0.002776,1.375815,0.919006
42.694684,15.696608,6.113526,0.068759,1.427288,0.918379
50.153148,17.465718,6.258966,0.050462,1.339863,0.977607
53.563440,18.000000,6.000000,0.000000,1.000000,1.000000
