time,x,y,theta
0.000000,3.135000,1.750000,1.570000
13.328073,3.505877,3.305773,1.323141
25.385638,3.641150,4.621061,1.740063
31.398554,3.461240,5.085437,-1.243028
32.197676,3.439731,5.172193,-1.396408
32.997511,3.425897,5.267171,-1.448150
33.797475,3.416801,5.362721,-1.493295
34.597471,3.411475,5.458560,-1.529078
35.397494,3.409135,5.554520,-1.557336
36.197538,3.409141,5.650511,-1.579430
36.997593,3.410962,5.746485,-1.596398
37.797653,3.414156,5.842423,-1.609037
38.597713,3.418343,5.938323,-1.617980
39.397768,3.423201,6.034191,-1.623742
40.197814,3.428451,6.130039,-1.626758
40.997851,3.433851,6.225878,-1.627405
57.160365,3.339593,8.004109,-1.081022
57.959877,3.291108,8.086898,-1.019111
59.722702,3.135000,8.166333,-1.019111
