time,x,y,theta
0.000000,5.000000,7.500000,0.000000
0.807182,5.197398,7.526839,0.263384
1.665438,5.380841,7.604417,0.544801
2.608840,5.535633,7.729785,0.816505
3.639019,5.651344,7.891957,1.075833
4.720079,5.723869,8.077695,1.283501
5.573820,5.777380,8.270375,1.307978
6.400422,5.827258,8.464044,1.324699
7.220887,5.874679,8.658333,1.335357
8.039414,5.920343,8.853044,1.343464
8.856698,5.964579,9.048084,1.350320
9.672981,6.007557,9.243406,1.356531
10.488380,6.049361,9.438981,1.362416
11.302951,6.090032,9.634796,1.368151
19.129020,6.647765,11.510134,0.542239
19.201371,6.649893,11.511413,0.542418
19.758314,6.665655,11.531880,0.542418
