time,xc,yc,theta_c,sx,sy
0.000000,5.334345,5.968120,0.000000,1.000000,1.000000
0.807182,5.532605,5.994989,-0.000005,1.002601,0.999979
1.665438,5.721523,6.072733,-0.000046,1.019165,0.999862
2.608840,5.891802,6.197488,0.000375,1.063554,1.000360
3.639019,6.037868,6.358131,0.002637,1.143961,1.001933
4.720079,6.159445,6.541174,0.011967,1.247687,1.006361
5.573820,6.231516,6.731899,0.023292,1.250752,1.010938
6.400422,6.292092,6.924250,0.033034,1.237414,1.014640
7.220887,6.348124,7.117470,0.041987,1.221346,1.017951
8.039414,6.401818,7.311229,0.050480,1.205533,1.021063
8.856698,6.453810,7.505375,0.058685,1.190110,1.024067
9.672981,6.504381,7.699830,0.066684,1.175029,1.027006
10.488380,6.553661,7.894558,0.074514,1.160259,1.029898
11.302951,6.601705,8.089539,0.082190,1.145778,1.032749
19.129020,7.019837,9.933508,0.024881,0.995178,1.034934
19.201371,7.027563,9.939930,0.029407,0.990898,1.032658
19.758314,7.000000,10.000000,0.000000,1.000000,1.000000
