time,xc,yc,theta_c,sx,sy
0.000000,5.733145,5.992761,0.000000,1.000000,1.000000
0.807175,5.931411,6.019602,0.000011,1.001181,1.000038
9.241168,6.867594,7.650432,0.023277,1.239464,1.123327
10.053107,6.844989,7.840009,0.014762,1.182221,1.122189
10.903393,6.833458,8.039414,0.015646,1.140948,1.122299
11.707354,6.839122,8.238837,0.016236,1.123458,1.122371
12.507670,6.849425,8.438269,0.016742,1.112472,1.122432
13.307694,6.860909,8.637705,0.017229,1.103187,1.122492
14.107685,6.872691,8.837142,0.017716,1.094345,1.122551
14.907671,6.884556,9.036578,0.018210,1.085615,1.122612
15.707655,6.896452,9.236013,0.018712,1.076903,1.122674
16.507640,6.908372,9.435445,0.019224,1.068183,1.122737
17.307630,6.920319,9.634875,0.019747,1.059446,1.122802
18.107598,6.932284,9.834298,0.020279,1.050681,1.122868
18.907558,6.944286,10.033717,0.020822,1.041915,1.122936
19.707508,6.956320,10.233127,0.021376,1.033123,1.123004
20.507458,6.968392,10.432527,0.021951,1.024293,1.123070
21.307339,6.980490,10.631851,0.022541,1.015410,1.123099
22.107300,6.989494,10.781750,0.026620,1.008713,1.088332
23.189416,7.000000,10.900000,0.000000,1.000000,1.000000
