time,x,y,theta
0.000000,5.000000,4.500000,0.000000
0.807175,5.197417,4.526776,0.260775
9.241168,5.998163,5.952877,1.669571
10.053107,6.003072,6.152238,1.463760
10.903393,6.023291,6.351208,1.471168
11.707354,6.042775,6.550254,1.473886
12.507670,6.061988,6.749326,1.474847
13.307694,6.081101,6.948407,1.475174
14.107685,6.100190,7.147490,1.475210
14.907671,6.119289,7.346572,1.475105
15.707655,6.138421,7.545650,1.474912
16.507640,6.157600,7.744723,1.474651
17.307630,6.176839,7.943789,1.474320
18.107598,6.196131,8.142849,1.474089
18.907558,6.215478,8.341901,1.473781
19.707508,6.234896,8.540943,1.473399
20.507458,6.254415,8.739972,1.472810
21.307339,6.274024,8.938979,1.472407
22.107300,6.293466,9.138022,1.473808
23.189416,6.266855,9.407239,1.473808
