time_s,x,y,yaw_rad
1776913601.160434,2.565000,7.875000,-1.570000
1776913601.262659,2.565000,7.875000,-1.570000
1776913601.361647,2.565000,7.875000,-1.570000
1776913601.462448,2.565000,7.875000,-1.570000
1776913601.558994,2.565000,7.875000,-1.570000
1776913601.660568,2.565000,7.875000,-1.570000
1776913601.761191,2.565000,7.875000,-1.570000
1776913601.861667,2.565000,7.875000,-1.570000
1776913601.960768,2.565000,7.875000,-1.570000
1776913602.063251,2.565000,7.875000,-1.570000
1776913602.161325,2.565000,7.875000,-1.570000
1776913602.261629,2.565000,7.875000,-1.570000
1776913602.363859,2.565000,7.875000,-1.570000
1776913602.462637,2.565000,7.875000,-1.570000
1776913602.564225,2.565000,7.875000,-1.570000
1776913602.663191,2.565000,7.875000,-1.570000
1776913602.789903,2.565000,7.875000,-1.570000
1776913602.863688,2.565000,7.875000,-1.570000
1776913602.963616,2.565000,7.875000,-1.570000
1776913603.060795,2.565000,7.875000,-1.570000
1776913603.162090,2.565000,7.875000,-1.570000
1776913603.262061,2.565000,7.875000,-1.570000
1776913603.362259,2.565000,7.875000,-1.570000
1776913603.461059,2.565000,7.875000,-1.570000
1776913603.844918,2.565000,7.874836,-1.568831
1776913603.881781,2.565000,7.875000,-1.570000
1776913603.962710,2.565000,7.875000,-1.570000
1776913604.062194,2.565000,7.875000,-1.570000
1776913604.162345,2.565000,7.875000,-1.570000
1776913604.260395,2.565000,7.875000,-1.570000
1776913604.361328,2.565000,7.875000,-1.570000
1776913604.461583,2.565000,7.875000,-1.570000
1776913604.563611,2.565000,7.875000,-1.570000
1776913604.660542,2.565000,7.875000,-1.570000
1776913604.790232,2.565000,7.875000,-1.570000
1776913604.861510,2.565000,7.875000,-1.570000
1776913604.961960,2.565000,7.875000,-1.570000
1776913605.062959,2.565000,7.875000,-1.570000
1776913605.162944,2.565000,7.875000,-1.570000
1776913605.262373,2.565000,7.875000,-1.570000
1776913605.362565,2.565000,7.875000,-1.570000
1776913605.462455,2.565000,7.875000,-1.570000
1776913605.562466,2.565000,7.875000,-1.570000
1776913605.662163,2.565000,7.875000,-1.570000
1776913605.761170,2.565000,7.875000,-1.570000
1776913605.860852,2.565000,7.875000,-1.570000
1776913605.962677,2.565000,7.875000,-1.570000
1776913606.064204,2.565000,7.875000,-1.570000
1776913606.164790,2.565000,7.875000,-1.570000
1776913606.264527,2.565000,7.875000,-1.570000
1776913606.362307,2.565000,7.875000,-1.570000
1776913606.464473,2.565000,7.875000,-1.570000
1776913606.568734,2.565000,7.875000,-1.570000
1776913606.661086,2.565000,7.875000,-1.570000
1776913606.818270,2.565000,7.875000,-1.570000
1776913606.867040,2.565000,7.875000,-1.570000
1776913606.964233,2.565000,7.875000,-1.570000
1776913607.098285,2.565000,7.875000,-1.570000
1776913607.165317,2.565000,7.875000,-1.570000
1776913607.262346,2.565000,7.875000,-1.570000
1776913607.362006,2.565000,7.875000,-1.570000
1776913607.464371,2.565000,7.875000,-1.570000
1776913607.563123,2.565000,7.875000,-1.570000
1776913607.664256,2.565000,7.875000,-1.570000
1776913607.778650,2.565000,7.875000,-1.570000
1776913607.865113,2.565000,7.875000,-1.570000
1776913607.963447,2.565000,7.875000,-1.570000
1776913608.062393,2.565000,7.875000,-1.570000
1776913608.164095,2.565000,7.875000,-1.570000
1776913608.265752,2.565000,7.875000,-1.570000
1776913608.362823,2.565000,7.875000,-1.570000
1776913608.461243,2.565000,7.875000,-1.570000
1776913608.566282,2.565000,7.875000,-1.570000
1776913608.662661,2.565000,7.875000,-1.570000
1776913608.789905,2.565000,7.875000,-1.570000
1776913608.866270,2.565000,7.875000,-1.570000
