time_s,linear_x,angular_z
1776925645.135339,0.000406,0.369671
1776925645.154337,0.000939,0.386966
1776925645.174624,0.001505,0.405191
1776925645.194637,0.002060,0.422937
1776925645.214806,0.002616,0.440598
1776925645.234683,0.003160,0.457796
1776925645.255124,0.003716,0.475280
1776925645.274927,0.004250,0.492032
1776925645.294781,0.004783,0.508659
1776925645.314877,0.005318,0.525327
1776925645.334908,0.005847,0.541791
1776925645.354503,0.006361,0.557763
1776925645.375162,0.006899,0.574473
1776925645.395226,0.007417,0.590587
1776925645.415421,0.007934,0.606704
1776925645.434736,0.008426,0.622036
1776925645.454757,0.008931,0.637851
1776925645.474629,0.009428,0.653487
1776925645.494819,0.009929,0.669319
1776925645.514673,0.010418,0.684849
1776925645.534620,0.010905,0.700370
1776925645.554668,0.011391,0.716009
1776925645.574316,0.011864,0.731332
1776925645.595156,0.012361,0.747594
1776925645.614659,0.012822,0.762834
1776925645.634329,0.013284,0.778236
1776925645.654634,0.013758,0.794181
1776925645.674658,0.014221,0.809963
1776925645.694386,0.014674,0.825577
1776925645.714813,0.015140,0.841828
1776925645.734834,0.015593,0.857851
1776925645.754619,0.016038,0.873785
1776925645.775606,0.016506,0.890730
1776925645.794329,0.016922,0.906038
1776925645.814917,0.017376,0.923011
1776925645.834587,0.017807,0.939375
1776925645.855040,0.018254,0.956556
1776925645.874873,0.018684,0.973388
1776925645.895091,0.019121,0.990731
1776925645.914911,0.019547,1.007926
1776925645.934068,0.019958,1.024736
1776925645.954682,0.020398,1.043044
1776925645.974228,0.020814,1.060625
1776925645.994471,0.021244,1.079070
1776925646.014566,0.021669,1.097630
1776925646.035242,0.022107,1.116995
1776925646.054715,0.022517,1.135424
1776925646.075163,0.022948,1.155129
1776925646.094578,0.023358,1.174114
1776925646.114841,0.023786,1.194225
1776925646.134560,0.024202,1.214095
1776925646.154802,0.024630,1.234807
1776925646.174456,0.025047,1.255233
1776925646.194493,0.025473,1.276385
1776925646.214911,0.025908,1.298287
1776925646.234511,0.026328,1.319652
1776925646.254747,0.026763,1.342067
1776925646.275123,0.027203,1.365013
1776925646.295277,0.027640,1.388085
1776925646.315221,0.028076,1.411296
1776925646.335113,0.028514,1.434827
1776925646.354610,0.028946,1.452381
1776925646.375302,0.029408,1.461545
1776925646.394838,0.029848,1.469696
1776925646.415439,0.030317,1.477812
1776925646.434400,0.030752,1.484721
