time_s,linear_x,angular_z
1776913606.580513,0.000000,0.000000
1776913606.600648,0.000000,0.000000
1776913606.620583,0.000000,0.000000
1776913606.640748,0.000000,0.000000
1776913606.661175,0.000000,0.000000
1776913606.680440,0.000000,0.000000
1776913606.701466,0.000000,0.000000
1776913606.720894,0.000000,0.000000
1776913606.740506,0.000000,0.000000
1776913606.760514,0.000000,0.000000
1776913606.780531,0.000000,0.000000
1776913606.800670,0.000000,0.000000
1776913606.821005,0.000000,0.000000
1776913606.840451,0.000000,0.000000
1776913606.860703,0.000000,0.000000
1776913606.880711,0.000000,0.000000
1776913606.900726,0.000000,0.000000
1776913606.921517,0.000000,0.000000
1776913606.940522,0.000000,0.000000
1776913606.960515,0.000000,0.000000
1776913606.980812,0.000000,0.000000
1776913607.000594,0.000000,0.000000
1776913607.020549,0.000000,0.000000
1776913607.040499,0.000000,0.000000
1776913607.060727,0.000000,0.000000
1776913607.080490,0.000000,0.000000
1776913607.101459,0.000000,0.000000
1776913607.120466,0.000000,0.000000
1776913607.140739,0.000000,0.000000
1776913607.160576,0.000000,0.000000
1776913607.180379,0.000000,0.000000
1776913607.200650,0.000000,0.000000
1776913607.220974,0.000000,0.000000
1776913607.240495,0.000000,0.000000
1776913607.260507,0.000000,0.000000
1776913607.281233,0.000000,0.000000
1776913607.300710,0.000000,0.000000
1776913607.320993,0.000000,0.000000
1776913607.340533,0.000000,0.000000
1776913607.360473,0.000000,0.000000
1776913607.381178,0.000000,0.000000
1776913607.400542,0.000000,0.000000
1776913607.420522,0.000000,0.000000
1776913607.440689,0.000000,0.000000
1776913607.461019,0.000000,0.000000
1776913607.480508,0.000000,0.000000
1776913607.500901,0.000000,0.000000
1776913607.520531,0.000000,0.000000
1776913607.540516,0.000000,0.000000
1776913607.560825,0.000000,0.000000
1776913607.580538,0.000000,0.000000
1776913607.600534,0.000000,0.000000
1776913607.620552,0.000000,0.000000
1776913607.640827,0.000000,0.000000
1776913607.660756,0.000000,0.000000
1776913607.680785,0.000000,0.000000
1776913607.700930,0.000000,0.000000
1776913607.721724,0.000000,0.000000
1776913607.741117,0.000000,0.000000
1776913607.760512,0.000000,0.000000
1776913607.780751,0.000000,0.000000
1776913607.800750,0.000000,0.000000
1776913607.820571,0.000000,0.000000
1776913607.840711,0.000000,0.000000
1776913607.861490,0.000000,0.000000
1776913607.880628,0.000000,0.000000
1776913607.900861,0.000000,0.000000
1776913607.920546,0.000000,0.000000
1776913607.940930,0.000000,0.000000
1776913607.960747,0.000000,0.000000
1776913607.980435,0.000000,0.000000
1776913608.000509,0.000000,0.000000
1776913608.020953,0.000000,0.000000
1776913608.040552,0.000000,0.000000
1776913608.060848,0.000000,0.000000
1776913608.080595,0.000000,0.000000
1776913608.100495,0.000000,0.000000
1776913612.180536,-0.004402,-0.572134
1776913612.200715,-0.009438,-0.575991
1776913612.220878,-0.014409,-0.579317
1776913612.241034,-0.019312,-0.582145
1776913612.260515,-0.023986,-0.584436
1776913612.280694,-0.028757,-0.586382
1776913612.300894,-0.033459,-0.587925
1776913612.320661,-0.037986,-0.589072
1776913612.340821,-0.042525,-0.589903
1776913612.361593,-0.047118,-0.590432
1776913612.380691,-0.051264,-0.590653
1776913612.400499,-0.055485,-0.590643
1776913612.420617,-0.059688,-0.590410
1776913612.440594,-0.063775,-0.589985
1776913612.461526,-0.067966,-0.589363
1776913612.480797,-0.071741,-0.588656
1776913612.500553,-0.075525,-0.587825
1776913612.520676,-0.079292,-0.586894
1776913612.540617,-0.082936,-0.585911
1776913612.561735,-0.086674,-0.584835
1776913612.580854,-0.090046,-0.583852
1776913612.600305,-0.093343,-0.582867
1776913612.620528,-0.096683,-0.581882
1776913612.641004,-0.099973,-0.580950
1776913612.660875,-0.103079,-0.580130
1776913612.683843,-0.106564,-0.579315
1776913612.701122,-0.109112,-0.578814
1776913612.720689,-0.111923,-0.578412
1776913612.741180,-0.114781,-0.579054
1776913612.760983,-0.117464,-0.579700
1776913612.780547,-0.120038,-0.580361
1776913612.801083,-0.122660,-0.581083
1776913612.820730,-0.125095,-0.581800
1776913612.840473,-0.127470,-0.582550
1776913612.860614,-0.129822,-0.583345
1776913612.880816,-0.132111,-0.584175
1776913612.900929,-0.134297,-0.585035
1776913612.921041,-0.136444,-0.586217
1776913612.940588,-0.138472,-0.588522
1776913612.960957,-0.140526,-0.591271
1776913612.980980,-0.142489,-0.594330
1776913613.000355,-0.144338,-0.597636
1776913613.020499,-0.146211,-0.601444
1776913613.040541,-0.148029,-0.605617
1776913613.060742,-0.149817,-0.610219
1776913613.080760,-0.149548,-0.614385
1776913613.101025,-0.151127,-0.619554
1776913613.120711,-0.152624,-0.624960
1776913613.140529,-0.154096,-0.630793
1776913613.160762,-0.155567,-0.637154
1776913613.180430,-0.156970,-0.643737
1776913613.201918,-0.158476,-0.651381
1776913613.220692,-0.159772,-0.658449
1776913613.240524,-0.161126,-0.666311
1776913613.262261,-0.155915,-0.668789
1776913613.281084,-0.156877,-0.676405
1776913613.300519,-0.157856,-0.684636
1776913613.321743,-0.158912,-0.694047
1776913613.340491,-0.159839,-0.702729
1776913613.360608,-0.160829,-0.712427
