time_s,linear_x,angular_z
1776925197.275569,-0.000904,-0.217692
1776925197.295621,-0.008484,-0.218039
1776925197.315654,-0.015365,-0.218319
1776925197.335515,-0.021500,-0.218541
1776925197.355528,-0.026986,-0.218720
1776925197.375516,-0.031764,-0.218864
1776925197.395467,-0.035829,-0.218983
1776925197.415951,-0.039266,-0.219092
1776925197.435513,-0.041850,-0.219193
1776925197.455470,-0.043777,-0.219303
1776925197.475469,-0.044988,-0.219433
1776925197.495521,-0.045474,-0.219592
1776925197.515689,-0.045228,-0.219744
1776925197.535565,-0.044255,-0.219991
1776925197.555547,-0.042545,-0.220298
1776925197.575570,-0.040095,-0.220677
1776925197.595521,-0.036925,-0.220694
1776925197.615562,-0.032987,-0.221208
1776925197.635514,-0.028324,-0.221815
1776925197.655720,-0.022844,-0.222538
1776925197.675561,-0.016719,-0.223365
1776925197.695573,-0.009793,-0.224326
1776925197.715526,-0.002138,-0.225389
1776925197.735476,0.006267,-0.224848
1776925197.755467,0.016120,-0.222292
1776925197.775620,0.026159,-0.221693
1776925197.795681,0.036920,-0.220925
1776925197.815646,0.048392,-0.219981
1776925197.837030,0.062088,-0.218399
1776925197.855641,0.074251,-0.217409
1776925197.875544,0.087993,-0.216898
1776925197.895599,0.102611,-0.216827
1776925197.915457,0.118747,-0.216720
1776925197.935569,0.134997,-0.216631
1776925197.955541,0.151911,-0.216541
1776925197.975568,0.169647,-0.216450
1776925197.995486,0.188057,-0.216361
1776925198.015505,0.208149,-0.216094
1776925198.035521,0.228250,-0.215966
1776925198.055557,0.249152,-0.215835
1776925198.075590,0.270832,-0.215702
1776925198.095492,0.296755,0.122566
1776925198.115589,0.300000,0.122706
1776925198.135577,0.300000,0.122830
1776925198.155558,0.300000,0.122936
1776925198.175511,0.300000,0.123025
1776925198.195667,0.300000,0.123097
1776925198.215786,0.300000,0.123151
1776925198.235772,0.300000,0.123187
1776925198.255544,0.300000,0.123205
1776925198.275603,0.300000,0.123208
1776925198.295909,0.300000,0.123194
1776925198.315585,0.300000,0.123166
1776925198.335592,0.300000,0.123124
1776925198.355530,0.300000,0.123070
1776925198.375524,0.300000,0.123005
1776925198.395606,0.300000,0.122930
1776925198.415650,0.300000,0.135819
1776925198.435750,0.300000,0.136663
1776925198.455763,0.300000,0.137501
1776925198.475586,0.300000,0.138325
1776925198.495571,0.300000,0.139146
1776925198.515566,0.300000,0.139954
1776925198.535533,0.300000,0.140744
1776925198.555616,0.300000,0.141517
1776925198.575641,0.300000,0.142263
1776925198.595630,0.300000,0.152844
1776925198.615568,0.300000,0.153882
1776925198.635589,0.300000,0.154864
1776925198.655648,0.300000,0.155780
1776925198.675978,0.300000,0.156630
1776925198.695553,0.300000,0.157370
1776925198.715621,0.300000,0.166733
1776925198.735656,0.300000,0.167450
1776925198.755599,0.300000,0.168033
1776925198.775569,0.300000,0.168478
1776925198.795941,0.300000,0.176559
1776925198.815911,0.300000,0.176720
1776925198.835525,0.300000,0.176692
1776925198.855626,0.300000,0.176461
1776925198.875567,0.300000,0.176023
1776925198.895531,0.300000,0.139146
1776925198.915484,0.300000,0.139953
1776925198.935519,0.300000,0.143172
1776925198.955508,0.300000,0.144002
