time_s,linear_x,angular_z
1776915254.725736,0.000532,0.069021
1776915254.745264,0.030489,0.071115
1776915254.765365,0.061070,0.070854
1776915254.785070,0.090764,0.069280
1776915254.805240,0.120832,0.069543
1776915254.824723,0.149528,0.069875
1776915254.845325,0.179464,0.070313
1776915254.865297,0.208049,0.070822
1776915254.885166,0.236027,0.071412
1776915254.905327,0.263911,0.072094
1776915254.925033,0.290642,0.072840
1776915254.945180,0.300000,0.073683
1776915254.964923,0.300000,0.074583
1776915254.985068,0.300000,0.075574
1776915255.005414,0.300000,0.076644
1776915255.025556,0.300000,0.077768
1776915255.045667,0.300000,0.078948
1776915255.065110,0.300000,0.080138
1776915255.084829,0.300000,0.081390
1776915255.105409,0.300000,0.082736
1776915255.125504,0.300000,0.084083
1776915255.144873,0.300000,0.085405
1776915255.165173,0.300000,0.086808
1776915255.185070,0.300000,0.088192
1776915255.205171,0.300000,0.089592
1776915255.225191,0.300000,0.090980
1776915255.245288,0.300000,0.092358
1776915255.265285,0.300000,0.093706
1776915255.285205,0.300000,0.095019
1776915255.305547,0.300000,0.096319
1776915255.324937,0.300000,0.097513
1776915255.345325,0.300000,0.098712
1776915255.365347,0.300000,0.099827
1776915255.385118,0.300000,0.100858
1776915255.405366,0.300000,0.101834
1776915255.425641,0.300000,0.102725
1776915255.445487,0.300000,0.103506
1776915255.465312,0.300000,0.104190
1776915255.485111,0.300000,0.104770
1776915255.505355,0.300000,0.105253
1776915255.524908,0.300000,0.105608
1776915255.545376,0.300000,-0.013094
1776915255.564962,0.300000,-0.012265
1776915255.584990,0.300000,-0.011405
1776915255.605317,0.300000,-0.010521
1776915255.624867,0.300000,-0.009661
1776915255.645218,0.300000,-0.008758
1776915255.664916,0.300000,-0.007877
1776915255.685044,0.300000,-0.006971
1776915255.705004,0.300000,-0.006069
1776915255.724974,0.300000,-0.005164
1776915255.744927,0.300000,-0.004259
1776915255.764980,0.300000,-0.003350
1776915255.785102,0.300000,-0.002440
1776915255.805697,0.300000,-0.001511
1776915255.825017,0.300000,-0.000645
1776915255.845320,0.300000,0.000259
1776915255.864949,0.300000,0.001125
1776915255.885195,0.300000,0.002010
1776915255.905250,0.300000,0.002875
1776915255.924956,0.300000,0.003714
1776915255.945179,0.300000,0.004561
1776915255.965142,0.300000,0.005382
1776915255.985359,0.300000,0.006197
1776915256.005050,0.300000,0.006973
1776915256.024948,0.300000,0.007738
1776915256.045372,0.300000,0.008503
1776915256.065347,0.300000,0.009228
1776915256.085167,0.300000,0.009924
1776915256.105125,0.300000,0.010600
1776915256.124835,0.300000,0.011242
1776915256.145275,0.300000,0.011880
1776915256.165225,0.300000,0.012472
1776915256.184949,0.300000,0.013027
1776915256.205095,0.300000,0.013562
1776915256.225138,0.300000,0.014061
1776915256.244985,0.300000,0.014519
1776915256.265320,0.300000,0.014952
1776915256.284894,0.300000,0.015331
1776915256.304929,0.300000,0.015680
1776915256.324934,0.300000,0.015988
1776915256.345090,0.300000,0.016548
1776915256.365572,0.300000,0.016791
1776915256.385135,0.300000,0.016995
1776915256.405205,0.300000,0.017176
1776915256.425016,0.300000,0.017326
1776915256.445321,0.300000,0.017452
1776915256.465746,0.300000,0.017550
1776915256.485226,0.300000,0.017617
1776915256.505144,0.300000,0.017660
