time_s,linear_x,angular_z
1776923991.209198,-0.005031,-0.572577
1776923991.226985,-0.009467,-0.575950
1776923991.247764,-0.014588,-0.579370
1776923991.267393,-0.019362,-0.582118
1776923991.287327,-0.024142,-0.584202
1776923991.307011,-0.028795,-0.586114
1776923991.327375,-0.033509,-0.584693
1776923991.347029,-0.038009,-0.586089
1776923991.367026,-0.042511,-0.587166
1776923991.387232,-0.046857,-0.583876
1776923991.407226,-0.050633,-0.580622
1776923991.427755,-0.054992,-0.581617
1776923991.447588,-0.059117,-0.582313
1776923991.467854,-0.061997,-0.578391
1776923991.487012,-0.065796,-0.579131
1776923991.508453,-0.067290,-0.577409
1776923991.527040,-0.070788,-0.578048
1776923991.547125,-0.074476,-0.578568
1776923991.567263,-0.078078,-0.578937
1776923991.587079,-0.079052,-0.577983
1776923991.607146,-0.082423,-0.578360
1776923991.627045,-0.082641,-0.577508
1776923991.647426,-0.085818,-0.578023
1776923991.667032,-0.084129,-0.578065
1776923991.687116,-0.087023,-0.578599
1776923991.707120,-0.089803,-0.579088
1776923991.727722,-0.089158,-0.579563
1776923991.747828,-0.091703,-0.580146
1776923991.767174,-0.089542,-0.580989
1776923991.787111,-0.091794,-0.581792
1776923991.807217,-0.093959,-0.582633
1776923991.827381,-0.090063,-0.583584
1776923991.847746,-0.091986,-0.584516
1776923991.867753,-0.093769,-0.585468
1776923991.887248,-0.090714,-0.586511
1776923991.906973,-0.092209,-0.587538
1776923991.927028,-0.087735,-0.588730
1776923991.947068,-0.088941,-0.589889
1776923991.967212,-0.082536,-0.591115
1776923991.987111,-0.083449,-0.592416
1776923992.007596,-0.078477,-0.593554
1776923992.027094,-0.079088,-0.594958
1776923992.047078,-0.079612,-0.596533
1776923992.067486,-0.080045,-0.598297
1776923992.087156,-0.073064,-0.598669
1776923992.107140,-0.073147,-0.600448
1776923992.127243,-0.073133,-0.602407
1776923992.147349,-0.065574,-0.603105
1776923992.167136,-0.065282,-0.605200
1776923992.187100,-0.058815,-0.605264
1776923992.207007,-0.058224,-0.607492
1776923992.228456,-0.049724,-0.606133
1776923992.247159,-0.048840,-0.608226
1776923992.267307,-0.039629,-0.607272
1776923992.287067,-0.038401,-0.609570
1776923992.306997,-0.037076,-0.612092
1776923992.326995,-0.027283,-0.608253
1776923992.347273,-0.025567,-0.610735
1776923992.366980,-0.017128,-0.608651
