time,x,y,theta
0.000000,2.565768,7.874547,-1.570000
0.806252,2.441851,7.490939,-2.098565
1.603766,2.275930,7.128340,-1.943656
7.859904,1.615713,6.005440,-0.440452
8.654820,1.926569,5.758304,-0.800167
9.456071,2.177743,5.447989,-0.944333
10.259820,2.396744,5.114069,-1.022018
11.062079,2.555486,4.811341,-1.131061
11.861985,2.644546,4.561299,-1.286916
12.661759,2.689027,4.309965,-1.459431
13.461597,2.692622,4.053094,-1.614342
14.261505,2.664125,3.796499,-1.721905
15.061455,2.618030,3.544336,-1.769892
15.861371,2.568596,3.295601,-1.765142
16.661046,2.526128,3.047153,-1.724571
17.460895,2.496379,2.797442,-1.667652
18.260827,2.480784,2.546896,-1.611546
19.060764,2.477551,2.306516,-1.567394
19.858988,2.481500,2.137994,-1.535694
20.390393,2.565768,2.041547,-1.535694
