time,x,y,vx,vy
0.000000,11.999499,5.777189,nan,nan
4.117613,10.995048,5.551914,nan,nan
5.317613,10.696667,5.583043,nan,nan
6.517613,10.398287,5.614171,nan,nan
7.717613,10.099906,5.645300,nan,nan
8.917613,9.801525,5.676429,nan,nan
10.117613,9.503145,5.707558,nan,nan
11.317613,9.204764,5.738687,nan,nan
12.517613,8.906384,5.769816,nan,nan
13.717613,8.608003,5.800945,nan,nan
14.917613,8.309622,5.832074,nan,nan
16.117613,8.011242,5.863203,nan,nan
17.317613,7.712861,5.894332,nan,nan
18.517613,7.414480,5.925461,nan,nan
19.717613,7.116100,5.956590,nan,nan
20.917613,6.817719,5.987719,nan,nan
21.391045,6.700000,6.000000,nan,nan
