time,x,y,theta
0.000000,7.190275,11.537797,-0.455591
0.874745,7.369574,11.449189,-0.460944
1.790066,7.534314,11.337203,-0.733764
2.816321,7.665294,11.186729,-0.938781
3.938715,7.769504,11.016266,-1.074571
13.123158,8.357423,9.885759,-1.317788
14.104365,8.432853,9.701262,-1.055376
15.232850,8.535639,9.529709,-1.022345
16.364203,8.640719,9.359541,-1.015012
17.495557,8.746676,9.189917,-1.011052
18.626910,8.853187,9.020641,-1.008159
26.860549,9.717389,7.469063,-0.860933
27.858740,9.834561,7.308119,-0.986665
28.701106,9.937892,7.136924,-1.050786
29.505128,10.034349,6.961709,-1.076925
30.305239,10.128319,6.785136,-1.084401
31.105347,10.221725,6.608263,-1.085198
31.905872,10.315134,6.431391,-1.084719
32.706948,10.408593,6.254546,-1.084544
33.508362,10.502036,6.077693,-1.084771
34.309182,10.595359,5.900777,-1.085690
35.109222,10.686840,5.722915,-1.101665
35.909177,10.773589,5.542721,-1.134310
36.709069,10.853106,5.359237,-1.178395
37.508919,10.923332,5.172012,-1.232326
38.308753,10.982215,4.980919,-1.296265
52.358227,10.283852,2.150148,-1.772815
53.222817,10.251510,1.953225,-1.725586
54.970174,10.510147,1.601181,-1.725586
