time,x,y,theta
0.000000,5.498704,9.373397,-0.455591
0.874745,5.681435,9.292214,-0.395658
1.790066,5.852987,9.191045,-0.683039
2.816321,5.988824,9.045380,-0.970364
3.938715,6.087928,8.871806,-1.086123
13.123158,6.981260,7.086790,-0.935217
14.104365,7.076663,6.911873,-1.207443
15.232850,7.145782,6.724197,-1.216614
16.364203,7.215747,6.536837,-1.211619
17.495557,7.286388,6.349732,-1.208772
18.626910,7.357480,6.162798,-1.206585
26.860549,8.336390,4.352056,-1.155829
27.858740,8.421343,4.171035,-1.119830
28.701106,8.511603,3.992566,-1.093514
29.505128,8.604221,3.815280,-1.087307
30.305239,8.696584,3.637854,-1.092860
31.105347,8.787554,3.459709,-1.101910
31.905872,8.876960,3.280778,-1.110485
32.706948,8.964971,3.101158,-1.117835
33.508362,9.051742,2.920936,-1.124485
34.309182,9.137409,2.740189,-1.130331
35.109222,9.224445,2.560109,-1.114759
35.909177,9.316807,2.382727,-1.076419
36.709069,9.417258,2.209826,-1.025474
37.508919,9.527100,2.042771,-0.967559
38.308753,9.646784,1.882674,-0.905946
52.358227,12.932534,0.641471,0.812280
53.222817,13.066841,0.787812,0.824156
54.970174,13.197608,1.032328,0.824156
