time,xc,yc,theta_c,sx,sy
0.000000,5.666667,6.000000,0.000000,1.000000,1.000000
5.620412,5.722884,7.344313,0.031597,1.107512,0.994147
6.752111,5.824482,7.524654,0.042192,1.181784,1.011528
7.883107,5.934269,7.717419,0.044178,1.249599,1.012313
9.014456,6.044642,7.910023,0.046145,1.316979,1.013111
10.145257,6.155398,8.102477,0.048016,1.383939,1.013879
11.218099,6.259392,8.294831,0.050136,1.440174,1.014760
12.068409,6.327628,8.487208,0.053990,1.443330,1.016367
12.871926,6.378035,8.679600,0.058881,1.420172,1.018431
13.672520,6.424855,8.871999,0.064166,1.391858,1.020693
14.472810,6.470935,9.064416,0.069705,1.362686,1.023101
15.273054,6.516796,9.256860,0.075473,1.333497,1.025647
16.073290,6.562514,9.449338,0.081472,1.304456,1.028337
16.873520,6.608080,9.641855,0.087710,1.275601,1.031179
17.673745,6.653477,9.834415,0.094198,1.246947,1.034183
18.473957,6.698683,10.027021,0.100947,1.218501,1.037360
19.274146,6.743673,10.219677,0.107969,1.190268,1.040721
20.074246,6.788412,10.412380,0.115275,1.162231,1.044280
20.874308,6.832896,10.605129,0.122877,1.134435,1.048049
21.674355,6.876434,10.797633,0.130569,1.105619,1.051937
22.474270,6.916058,10.987913,0.136730,1.069361,1.055149
24.139574,7.000000,11.200000,0.000000,1.000000,1.000000
