time,xc,yc,theta_c,sx,sy
0.000000,5.666667,6.000000,0.000000,1.000000,1.000000
0.807173,5.864933,6.026838,0.000010,1.001299,1.000034
1.664164,6.054665,6.102674,0.000748,1.009000,1.001540
2.591285,6.234113,6.211671,0.006705,1.024433,1.011005
3.555755,6.408772,6.332828,0.016310,1.043546,1.025144
4.527760,6.582519,6.456135,0.026396,1.063459,1.040200
5.499014,6.756404,6.579192,0.036057,1.083370,1.055194
6.467551,6.930673,6.701436,0.045116,1.103079,1.069882
7.432863,7.105390,6.822705,0.053564,1.122521,1.084194
8.394784,7.280576,6.942934,0.061428,1.141668,1.098103
9.353234,7.456243,7.062080,0.068739,1.160499,1.111592
10.308162,7.632396,7.180107,0.075530,1.178998,1.124650
11.259526,7.809043,7.296982,0.081831,1.197153,1.137265
12.207294,7.986187,7.412675,0.087672,1.214950,1.149428
13.151442,8.163833,7.527156,0.093078,1.232379,1.161129
14.091951,8.341983,7.640398,0.098075,1.249432,1.172361
15.028810,8.520639,7.752374,0.102685,1.266101,1.183115
15.962014,8.699802,7.863061,0.106930,1.282381,1.193385
16.891563,8.879473,7.972433,0.110830,1.298265,1.203165
17.817463,9.059651,8.080471,0.114405,1.313751,1.212449
18.739727,9.240336,8.187151,0.117672,1.328836,1.221231
19.658369,9.421526,8.292455,0.120648,1.343518,1.229508
20.573413,9.603220,8.396364,0.123349,1.357795,1.237274
21.484881,9.785414,8.498860,0.125789,1.371669,1.244525
22.392803,9.968106,8.599926,0.127982,1.385139,1.251259
23.297211,10.151292,8.699546,0.129941,1.398206,1.257471
24.198139,10.334969,8.797704,0.131679,1.410874,1.263158
25.095626,10.519132,8.894386,0.133207,1.423143,1.268318
25.989711,10.703777,8.989576,0.134536,1.435017,1.272947
26.880438,10.888898,9.083262,0.135676,1.446500,1.277043
27.767851,11.074492,9.175429,0.136637,1.457596,1.280603
28.651996,11.260552,9.266065,0.137429,1.468308,1.283624
29.532921,11.447073,9.355156,0.138059,1.478641,1.286103
30.410675,11.634050,9.442690,0.138537,1.488600,1.288039
31.285308,11.821475,9.528654,0.138869,1.498190,1.289426
32.156871,12.009343,9.613034,0.139064,1.507417,1.290263
33.025415,12.197648,9.695818,0.139128,1.516285,1.290545
33.890992,12.386383,9.776992,0.139068,1.524802,1.290268
34.753656,12.575542,9.856542,0.138891,1.532972,1.289429
35.613461,12.765117,9.934457,0.138602,1.540803,1.288023
43.230511,14.488970,10.559357,0.132112,1.597027,1.249989
44.065213,14.682442,10.619942,0.131236,1.601776,1.243941
44.897491,14.876173,10.678756,0.130201,1.606295,1.236536
53.076546,16.610140,11.039394,0.049593,1.399319,1.134654
53.876452,16.692807,11.087465,0.040780,1.248735,1.099560
54.676352,16.805159,11.137611,0.031749,1.142076,1.065427
56.036659,17.000000,11.200000,0.000000,1.000000,1.000000
