time,x,y,theta
0.000000,7.540000,10.534988,-0.455588
0.849363,7.720613,10.449101,-0.437011
1.980676,7.888630,10.341869,-0.678817
3.112075,8.038272,10.209260,-0.742513
4.243225,8.178358,10.066801,-0.867380
5.374469,8.293237,9.903364,-1.007947
6.505611,8.395441,9.731457,-1.048297
14.909955,8.981649,8.344148,-0.881022
16.039974,9.111338,8.191984,-0.901548
17.171234,9.225258,8.027732,-0.999208
18.302437,9.329465,7.857035,-1.035641
26.292930,9.983525,6.315974,-1.158745
32.439366,10.714888,5.095652,-1.163765
33.391028,10.791829,4.911386,-1.180074
34.197894,10.866838,4.725978,-1.188587
35.006875,10.942662,4.540878,-1.177265
35.806939,11.018812,4.355925,-1.181758
36.606854,11.090247,4.169140,-1.219682
37.406719,11.153143,3.979323,-1.269840
38.206622,11.206573,3.786617,-1.319572
39.006592,11.251403,3.591714,-1.361517
39.806579,11.289521,3.395383,-1.392099
40.605436,11.323039,3.199746,-1.409962
41.404135,11.344008,3.079867,-1.396512
43.881707,11.382912,2.884529,-1.396512
