time,x,y,theta
0.000000,6.200000,9.638857,-0.455588
0.849363,6.388046,9.572075,-0.263857
1.980676,6.507454,9.521278,-0.550536
3.112075,6.622684,9.425679,-0.837912
4.243225,6.729537,9.271044,-1.046669
5.374469,6.820575,9.093015,-1.128915
6.505611,6.902512,8.910529,-1.160016
14.909955,7.269413,7.426947,-0.894822
16.039974,7.369575,7.266647,-1.075651
17.171234,7.457245,7.086911,-1.141059
18.302437,7.537268,6.903591,-1.169637
26.292930,8.090322,4.989625,-1.455335
32.439366,8.855116,3.656862,-1.305570
33.391028,8.917308,3.466851,-1.225339
34.197894,8.992561,3.281593,-1.161721
35.006875,9.076306,3.099948,-1.125206
35.806939,9.168158,2.922295,-1.074039
36.606854,9.272926,2.752054,-0.985452
37.406719,9.393450,2.592659,-0.885614
38.206622,9.528510,2.445422,-0.794240
39.006592,9.674760,2.309321,-0.723474
39.806579,9.828235,2.181460,-0.679149
40.605436,9.985160,2.057927,-0.662508
41.404135,10.141503,1.933723,-0.683626
43.881707,10.573877,1.490214,-0.683626
