time,x,y,yaw,linx,liny,angz
"(1773399532, 47683961)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399532, 48561497)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399532, 75016371)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399532, 257996247)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399532, 258512367)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399532, 262714671)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399532, 263522432)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399532, 264084568)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399532, 264870825)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399533, 702291036)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399533, 706521455)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399533, 708676331)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399533, 710284322)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399533, 711815542)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399533, 713164569)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399533, 714490727)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399533, 715825221)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399533, 716340740)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399533, 716803803)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399533, 717341649)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399533, 788629862)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399533, 794288567)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399533, 795172348)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399533, 796307780)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399533, 923948362)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399533, 945331383)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399533, 966149981)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399534, 504609783)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399534, 662804226)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399534, 663702389)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399534, 718321255)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399535, 280786052)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399535, 671714765)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399535, 956950887)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399536, 439956428)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399536, 441362164)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399536, 442668916)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399536, 444290022)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399536, 445892231)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399536, 447800516)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399536, 449066642)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399536, 450333163)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399536, 452447462)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399536, 574834473)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399536, 765084425)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399536, 866039615)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399536, 967381353)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399537, 90530980)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399537, 92101920)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399537, 492098417)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399537, 535364694)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399537, 600982396)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399538, 346060256)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399538, 488041842)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399538, 490085127)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399538, 491547398)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399538, 529392527)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399538, 582483510)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399538, 583643146)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399538, 584655612)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399538, 877273260)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399538, 882692575)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399538, 992109626)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399539, 560442602)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399539, 562342122)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399539, 564306577)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399539, 674928040)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399539, 676121127)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399539, 786066149)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399539, 787019558)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399539, 805985389)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399539, 935832858)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399540, 246323633)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399540, 259824624)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399540, 337458329)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399540, 500471169)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399540, 642835819)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399540, 673502374)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399540, 681961309)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399540, 887140407)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399541, 291350969)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399541, 360970176)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399541, 366930077)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399541, 460234378)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399541, 499635634)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399541, 941958246)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399542, 240387096)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399542, 349527492)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399542, 809070522)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399542, 812543961)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399542, 820590555)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399542, 838211231)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399542, 844387289)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399542, 854602170)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399543, 43572259)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399543, 159658551)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399543, 160890158)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399543, 165269898)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399543, 276468781)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399543, 737022780)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399543, 814801901)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399543, 909761702)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399544, 26505102)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399544, 170039177)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399544, 170785349)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399544, 171448298)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399544, 184894483)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399544, 185871904)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399544, 205507143)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399544, 215653822)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399544, 276923737)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399544, 328720931)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399544, 611331935)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399544, 845958498)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399545, 303381110)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399545, 345607181)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399545, 565220819)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399546, 221536350)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399547, 164557383)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399547, 168292810)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399547, 170025703)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399547, 170887221)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399547, 171458090)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399547, 172308929)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399547, 172856363)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399547, 173650246)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399547, 174164920)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399547, 230696530)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399547, 241988238)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399547, 260591123)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399547, 263389115)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399547, 265097144)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399547, 267260201)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399547, 292804830)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399547, 293694151)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399547, 457535647)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399548, 938961074)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399548, 940707316)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399548, 958277211)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399548, 962132189)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399548, 962965069)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399548, 963510623)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399548, 995835254)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399548, 998242274)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399548, 999662590)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399549, 4799384)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399549, 839839713)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399549, 843838483)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399549, 845152678)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399549, 846434659)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399549, 848103849)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399549, 849444428)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399549, 853888159)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399549, 854920470)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399549, 856136781)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399549, 857685027)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399550, 190798532)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399550, 193728190)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399550, 195986129)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399550, 196592857)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399550, 229310242)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399550, 230361506)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399550, 976084643)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399550, 977298099)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399551, 238352840)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399551, 239365286)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399551, 240614870)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399551, 253639042)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399551, 254756638)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399551, 266832703)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
"(1773399551, 284820612)",3.704673703338123,7.840828374855201,-1.566334284144573,0.0,0.0,0.0
