time,x,y,theta,v,omega
0.000000,6.847909,3.261740,1.588363,nan,nan
0.000000,6.847909,3.261740,-2.697323,nan,nan
1.221948,6.691567,3.524189,2.017218,nan,nan
2.446876,6.566256,3.803609,1.978396,nan,nan
3.671874,6.445936,4.085232,1.972398,nan,nan
4.896874,6.326393,4.367187,1.971465,nan,nan
6.121874,6.206972,4.649193,1.971319,nan,nan
7.346874,6.087569,4.931208,1.971296,nan,nan
8.571874,5.968169,5.213223,1.971292,nan,nan
9.796874,5.848770,5.495239,1.971292,nan,nan
11.021874,5.729371,5.777255,1.971292,nan,nan
12.246874,5.609972,6.059271,1.971292,nan,nan
13.471874,5.490573,6.341286,1.971292,nan,nan
14.696874,5.371174,6.623302,1.971292,nan,nan
15.921874,5.251775,6.905318,1.971292,nan,nan
17.146874,5.132376,7.187334,1.971292,nan,nan
18.371874,5.012977,7.469350,1.971292,nan,nan
18.505010,5.000000,7.500000,1.570000,nan,nan
