time,xc,yc,theta_c,sx,sy
0.000000,8.066999,10.178027,-0.879364,1.000000,1.000000
0.834840,8.228091,10.064412,-0.869492,0.997057,1.040562
1.805873,8.365010,9.901760,-0.886358,1.004059,1.031026
2.785284,8.487629,9.727584,-0.905518,1.009736,1.037465
3.766001,8.604756,9.550180,-0.925467,1.014912,1.049361
4.746399,8.720027,9.371774,-0.945210,1.020156,1.063032
5.726871,8.834335,9.192803,-0.964574,1.025622,1.077827
6.707583,8.947880,9.013361,-0.983511,1.031332,1.093607
7.688506,9.060697,8.833466,-1.001988,1.037275,1.110314
8.669491,9.172772,8.653115,-1.019969,1.043426,1.127892
9.650285,9.284070,8.472302,-1.037418,1.049758,1.146271
10.630531,9.394538,8.291018,-1.054298,1.056235,1.165361
11.609767,9.504109,8.109251,-1.070575,1.062821,1.185048
12.587416,9.612697,7.926989,-1.086210,1.069472,1.205197
13.562782,9.720200,7.744218,-1.101171,1.076141,1.225646
14.535049,9.826497,7.560925,-1.115423,1.082778,1.246206
15.503291,9.931447,7.377097,-1.128938,1.089331,1.266663
16.466480,10.034893,7.192721,-1.141685,1.095744,1.286773
17.423509,10.136656,7.007788,-1.153642,1.101961,1.306270
18.373224,10.236547,6.822290,-1.164786,1.107927,1.324866
19.314462,10.334361,6.636225,-1.175100,1.113587,1.342254
20.246102,10.429885,6.449595,-1.184571,1.118891,1.358116
21.167121,10.522905,6.262407,-1.193189,1.123792,1.372129
22.076655,10.613211,6.074676,-1.200950,1.128250,1.383972
22.974060,10.700600,5.886425,-1.207851,1.132230,1.393336
23.858968,10.784893,5.697685,-1.213898,1.135709,1.399934
24.731325,10.865933,5.508491,-1.219097,1.138671,1.403510
25.591417,10.943600,5.318888,-1.223458,1.141107,1.403845
26.439867,11.017809,5.128926,-1.226995,1.143022,1.400768
27.277608,11.088522,4.938658,-1.229723,1.144426,1.394159
28.105829,11.155747,4.748143,-1.231658,1.145339,1.383950
28.925900,11.219535,4.557436,-1.232818,1.145784,1.370127
29.739289,11.279984,4.366597,-1.233219,1.145794,1.352727
30.547473,11.337227,4.175679,-1.232876,1.145403,1.331832
31.351865,11.391432,3.984738,-1.231799,1.144647,1.307562
32.153747,11.442791,3.793822,-1.229996,1.143564,1.280063
32.954235,11.491511,3.602979,-1.227467,1.142193,1.249501
33.754249,11.537808,3.412255,-1.224205,1.140570,1.216049
45.731074,11.959930,1.995695,-0.274917,1.069171,1.017169
46.510616,11.959811,1.969933,-0.191279,1.083900,1.053493
48.090262,12.000000,2.000000,0.000000,1.000000,1.000000
