time,xc,yc,theta_c,sx,sy
0.000000,5.666667,6.000000,0.000000,1.000000,1.000000
5.209336,5.812194,7.176652,-0.011059,1.339467,0.931329
6.340721,5.890420,7.374580,-0.009251,1.430758,0.930659
7.472002,5.987397,7.570953,-0.006959,1.507954,0.931162
8.503349,6.082236,7.764537,-0.003631,1.558816,0.932150
9.333160,6.146517,7.956291,0.000334,1.551948,0.933523
10.137291,6.202077,8.146997,0.004893,1.525791,0.935207
10.938513,6.256137,8.337099,0.009945,1.494125,0.937167
11.738973,6.309681,8.526864,0.015415,1.459980,0.939364
12.539249,6.363241,8.716444,0.021255,1.425010,0.941773
13.339496,6.416936,8.905928,0.027443,1.389891,0.944385
14.139739,6.470700,9.095369,0.033974,1.354820,0.947200
14.939981,6.524458,9.284801,0.040853,1.319876,0.950226
15.740219,6.578149,9.474245,0.048093,1.285104,0.953474
16.540451,6.631731,9.663714,0.055712,1.250535,0.956961
17.340668,6.685164,9.853218,0.063730,1.216192,0.960707
18.140854,6.738412,10.042763,0.072173,1.182089,0.964734
18.941003,6.791451,10.232350,0.081069,1.148256,0.969072
19.741095,6.844210,10.421971,0.090442,1.114636,0.973746
20.541137,6.895915,10.611152,0.099906,1.079652,0.978594
21.340733,6.942517,10.786559,0.104147,1.041726,0.988587
22.605559,7.000000,10.900000,0.000000,1.000000,1.000000
