time,x,y,theta
0.000000,1.709849,1.140454,1.570000
9.246675,1.537566,2.514487,1.892173
10.044876,1.481689,2.629327,2.041628
10.844932,1.435618,2.748508,1.878135
11.644926,1.405015,2.872704,1.772837
12.444915,1.384569,2.999025,1.706275
13.244904,1.370566,3.126243,1.664893
14.044895,1.360537,3.253843,1.639810
14.844885,1.352868,3.381611,1.625283
15.644864,1.346516,3.509450,1.617522
16.444844,1.340803,3.637319,1.614200
17.244824,1.335288,3.765197,1.613714
18.044802,1.329694,3.893071,1.614999
18.844780,1.323851,4.020934,1.617337
19.644757,1.317665,4.148781,1.620244
20.444732,1.311089,4.276608,1.623389
21.244706,1.304109,4.404413,1.626548
22.044678,1.296737,4.532196,1.629570
22.844648,1.288998,4.659957,1.632355
34.638810,1.159343,6.542564,1.812757
35.112220,1.141375,6.616147,1.810267
35.326847,1.139849,6.650454,1.810267
