time,x,y,theta
0.000000,8.377755,3.033970,-0.125496
5.192995,8.784369,3.110299,-0.123491
14.353937,8.770922,4.259220,-0.641662
18.070365,8.006599,4.787472,-0.273860
18.872560,7.812666,4.836266,-0.230528
19.673824,7.617325,4.879147,-0.207700
20.475367,7.421323,4.918919,-0.195853
21.277473,7.225011,4.957137,-0.190215
22.080058,7.028571,4.994689,-0.188118
22.882929,6.832099,5.032075,-0.188001
23.685921,6.635648,5.069571,-0.188953
24.488948,6.439246,5.107323,-0.190463
25.291977,6.242908,5.145407,-0.192264
26.095010,6.046644,5.183865,-0.194238
26.898060,5.850460,5.222727,-0.196346
27.701142,5.654361,5.262018,-0.198587
28.504269,5.458355,5.301766,-0.200978
29.307450,5.262450,5.342004,-0.203541
30.110693,5.066653,5.382766,-0.206302
39.883192,4.107898,5.531675,-0.558019
40.059064,4.070742,5.555182,-0.564874
40.524227,4.041308,5.648242,-0.564874
