time,x,y,theta
0.000000,5.000000,4.500000,0.793781
1.017871,5.157789,4.621591,0.509843
2.041761,5.317164,4.741232,0.767895
2.974198,5.441403,4.897122,1.005424
3.839903,5.528426,5.076711,1.195590
4.675024,5.588670,5.267274,1.304766
5.498584,5.634377,5.461942,1.360825
6.317210,5.672172,5.658326,1.392262
7.133351,5.705219,5.855572,1.412143
7.948033,5.735023,6.053338,1.426547
8.761723,5.762300,6.251470,1.438370
16.584880,5.809118,8.206699,1.747445
17.385393,5.781691,8.404790,1.684556
18.189753,5.764291,8.604044,1.641607
18.998860,5.753643,8.803791,1.613289
19.812274,5.747283,9.003729,1.596016
20.612551,5.743280,9.203758,1.587795
21.412657,5.740135,9.403745,1.587581
22.213008,5.736429,9.603638,1.593235
23.013255,5.731095,9.803442,1.603305
23.812669,5.723274,10.003141,1.617305
26.289192,5.500313,10.580732,1.617305
