time,xc,yc,theta_c,sx,sy
0.000000,5.681269,5.933378,0.793781,1.000000,1.000000
1.017871,5.836443,6.084464,0.813536,1.019739,0.985434
2.041761,5.988464,6.239265,0.834155,1.040630,0.980483
2.974198,6.103042,6.415493,0.847008,1.050803,0.981652
3.839903,6.184486,6.603838,0.853396,1.054906,0.981426
4.675024,6.245689,6.797242,0.855332,1.057411,0.977721
5.498584,6.296826,6.992515,0.854911,1.059949,0.971883
6.317210,6.342825,7.188564,0.853192,1.062798,0.964817
7.133351,6.385923,7.384990,0.850665,1.065959,0.956977
7.948033,6.427161,7.581633,0.847561,1.069410,0.948591
8.761723,6.467033,7.778419,0.843986,1.073139,0.939776
16.584880,6.692728,9.499642,0.648528,0.990320,0.956594
17.385393,6.694936,9.698348,0.639508,1.003392,0.949245
18.189753,6.711216,9.896331,0.629113,1.017581,0.939170
18.998860,6.737129,10.093346,0.617924,1.032694,0.926917
19.812274,6.769762,10.289413,0.606169,1.048748,0.913002
20.612551,6.805964,10.470995,0.583404,1.056879,0.909409
21.412657,6.840098,10.612059,0.529435,1.039966,0.938543
22.213008,6.870161,10.737953,0.463302,1.014309,0.978431
23.013255,6.895575,10.857895,0.391558,0.986043,1.021145
23.812669,6.917135,10.975792,0.316939,0.958557,1.063284
26.289192,7.000000,11.100000,0.000000,1.000000,1.000000
