time,x,y,theta
0.000000,5.043807,7.300135,0.793781
1.017871,5.194216,7.431794,0.679982
2.041761,5.331180,7.576532,0.930240
2.974198,5.430942,7.749316,1.126783
3.839903,5.505541,7.934762,1.223283
4.675024,5.568987,8.124412,1.262013
5.498584,5.627786,8.315568,1.278307
6.317210,5.684570,8.507332,1.285548
7.133351,5.740429,8.699367,1.288974
7.948033,5.795836,8.891530,1.290705
8.761723,5.851009,9.083760,1.291628
16.584880,6.292779,10.892315,1.511255
17.385393,6.319294,11.090358,1.393175
18.189753,6.364493,11.285066,1.312104
18.998860,6.422494,11.476382,1.254738
19.812274,6.489566,11.664720,1.212750
20.612551,6.563524,11.850449,1.179260
21.412657,6.643932,12.033602,1.145720
22.213008,6.731073,12.213717,1.108009
23.013255,6.825818,12.389922,1.062877
23.812669,6.929453,12.560806,1.007307
26.289192,7.527552,12.512824,1.007307
