time,xc,yc,theta_c,sx,sy
0.000000,6.930562,10.797733,1.334706,1.000000,1.000000
1.133823,6.989679,10.658150,1.261769,1.027914,1.115603
1.941129,7.013815,10.459726,1.263917,1.025818,1.124172
10.908700,8.532272,9.552074,1.218638,1.375926,1.820937
16.941443,9.324307,8.575524,1.096713,1.632718,2.017226
26.344981,9.858753,6.963246,0.771941,1.760530,1.403461
27.261381,9.975563,6.790046,0.767591,1.742887,1.415456
28.171609,10.085394,6.612360,0.763296,1.730920,1.426909
29.073585,10.190694,6.432666,0.759375,1.720140,1.437485
29.967414,10.292607,6.251841,0.755979,1.708936,1.447224
30.853556,10.391656,6.070241,0.753164,1.696701,1.456205
31.732512,10.488097,5.888035,0.750948,1.683196,1.464505
32.604769,10.582078,5.705319,0.749334,1.668325,1.472200
33.470792,10.673703,5.522157,0.748326,1.652047,1.479361
34.331021,10.763054,5.338604,0.747925,1.634346,1.486061
35.185879,10.850205,5.154707,0.748136,1.615214,1.492373
36.035769,10.935229,4.970512,0.748968,1.594647,1.498372
36.881080,11.018199,4.786065,0.750430,1.572644,1.504135
37.722185,11.099189,4.601413,0.752537,1.549202,1.509742
38.559447,11.178278,4.416605,0.755307,1.524318,1.515278
39.393215,11.255551,4.231693,0.758759,1.497987,1.520832
40.223827,11.331101,4.046731,0.762919,1.470202,1.526501
41.051612,11.405029,3.861780,0.767815,1.440950,1.532387
41.876892,11.477448,3.676907,0.773479,1.410217,1.538603
51.482871,12.099844,2.077680,1.155899,1.059855,1.047646
52.516635,12.062232,2.062152,1.310894,1.073731,0.984889
54.279091,12.000000,2.000000,1.570800,1.000000,1.000000
