time,xc,yc,theta_c,sx,sy
0.000000,6.884514,10.992207,1.504055,1.000000,1.000000
6.329474,7.443708,9.792343,1.311148,0.844055,1.116410
10.309325,7.715066,9.196543,0.974783,0.640003,1.115296
11.239747,7.807186,9.016155,0.939666,0.630551,1.091035
12.160368,7.911602,8.837431,0.916432,0.615285,1.079344
13.069878,8.019964,8.660526,0.899507,0.595767,1.072281
13.972672,8.128141,8.483849,0.884664,0.575035,1.066520
14.870359,8.235250,8.306889,0.870826,0.553972,1.061374
24.668626,8.490374,6.615919,0.530671,0.502626,1.401936
28.628460,8.703177,5.850006,0.377567,0.415404,1.485420
29.633385,8.799360,5.673445,0.353960,0.496585,1.480346
30.637996,8.914194,5.499866,0.340450,0.565727,1.480189
31.624801,9.042771,5.333839,0.335648,0.626877,1.480544
32.597940,9.178145,5.173439,0.335018,0.684095,1.480110
33.564322,9.316580,5.015964,0.335839,0.739377,1.479198
34.527573,9.456624,4.860015,0.337028,0.793468,1.478127
35.489375,9.597697,4.704963,0.338175,0.846658,1.477047
36.450452,9.739569,4.550553,0.339147,0.899068,1.476014
37.411014,9.882162,4.396705,0.339936,0.950752,1.475035
38.370967,10.025467,4.243439,0.340592,1.001739,1.474093
46.368926,11.164078,2.797995,0.341648,1.119919,1.332571
48.760966,11.474344,2.489135,0.337942,1.227115,1.188564
49.559993,11.569098,2.391653,0.375906,1.140561,1.160023
50.359315,11.666719,2.298815,0.423039,1.081995,1.129938
51.158838,11.757463,2.212208,0.481701,1.038908,1.099921
51.958578,11.837027,2.134640,0.553388,1.008435,1.072344
52.758600,11.902929,2.068784,0.638402,0.990104,1.050067
53.558955,11.953779,2.016091,0.735474,0.983318,1.035811
54.359633,11.989305,1.976089,0.841864,0.986634,1.031495
59.276862,12.000000,2.000000,1.570800,1.000000,1.000000
