time,x,y,theta,v,omega
0.000000,5.000000,7.500000,0.000000,nan,nan
1.222948,5.303549,7.536511,0.194695,nan,nan
2.445041,5.373438,7.239089,-1.428269,nan,nan
3.669976,5.409725,6.935012,-1.465286,nan,nan
4.894974,5.440889,6.630353,-1.470856,nan,nan
6.119974,5.471280,6.325614,-1.471696,nan,nan
7.344974,5.501555,6.020864,-1.471824,nan,nan
8.569974,5.531812,5.716113,-1.471843,nan,nan
14.346884,6.263568,4.470992,-0.117745,nan,nan
21.789119,7.361658,2.969034,-0.260770,nan,nan
27.328975,7.742033,1.637328,-1.048140,nan,nan
34.947105,6.080915,0.705701,-1.187328,nan,nan
34.947105,6.080915,0.705701,0.810172,nan,nan
36.148116,6.010239,0.997517,2.475360,nan,nan
36.190261,6.000000,1.000000,1.570000,nan,nan
