time,x,y,theta
0.000000,12.148468,4.032729,2.570579
8.863478,11.880409,4.386232,2.695441
16.716649,10.801196,4.934978,2.392953
20.773827,10.483674,5.239318,3.219535
21.904573,10.294102,5.248200,3.022284
23.035378,10.097095,5.284353,2.928174
24.166137,9.902090,5.330269,2.903484
25.296808,9.707296,5.377089,2.910766
26.427346,9.511664,5.420391,2.935944
27.557681,9.314652,5.457162,2.975469
28.684898,9.116046,5.484507,3.028801
29.776013,8.916365,5.503222,3.062895
30.827597,8.716169,5.515949,3.091107
31.866780,8.515583,5.521147,3.135510
32.908650,8.314957,5.514783,3.202619
33.954232,8.115364,5.492656,3.289892
34.997800,7.918544,5.452043,3.387717
36.034063,7.726396,5.392449,3.485161
37.061676,7.540416,5.315018,3.576862
38.081629,7.361846,5.221170,3.665114
39.071779,7.192284,5.111843,3.754461
39.920783,7.033793,4.989002,3.835759
40.737945,6.891276,4.859284,3.910811
42.681070,6.861090,4.409138,3.910811
