time,x,y,theta
0.000000,10.760955,1.259472,2.570579
8.863478,8.856866,2.392840,2.796896
16.716649,7.281939,3.523911,2.547395
20.773827,6.882101,4.210847,1.801575
21.904573,6.833474,4.403899,1.867303
23.035378,6.758563,4.588675,2.010153
24.166137,6.665843,4.765499,2.080048
25.296808,6.565807,4.938374,2.104777
26.427346,6.464384,5.110429,2.103115
27.557681,6.365026,5.283629,2.085658
28.684898,6.269928,5.459116,2.057553
29.776013,6.182259,5.638275,2.006084
30.827597,6.105865,5.822333,1.938492
31.866780,6.042811,6.011186,1.865524
32.908650,5.994143,6.204050,1.789846
33.954232,5.960662,6.399930,1.711864
34.997800,5.943073,6.597729,1.631792
36.034063,5.941882,6.796261,1.550574
37.061676,5.957184,6.994275,1.469833
38.081629,5.988615,7.190523,1.390900
39.071779,6.032474,7.372131,1.316764
39.920783,6.058847,7.459938,1.278594
40.737945,6.076001,7.510931,1.255319
42.681070,6.529573,7.492358,1.255319
