time,x,y,theta
0.000000,5.000000,4.500000,0.008687
5.257025,5.130455,5.639733,1.339467
6.388688,5.174874,5.834633,1.316719
7.520205,5.234386,6.025420,1.240386
8.651517,5.303955,6.212840,1.201141
9.681650,5.375621,6.399506,1.205287
10.543277,5.443819,6.587506,1.231835
11.346028,5.509134,6.776542,1.241179
12.146182,5.574158,6.965681,1.238598
12.946499,5.640021,7.154529,1.233208
13.746537,5.706796,7.343057,1.228718
14.546561,5.774269,7.531337,1.225448
15.346585,5.842280,7.719424,1.222826
16.146609,5.910759,7.907340,1.220403
16.946631,5.979693,8.095090,1.217974
17.746652,6.049092,8.282669,1.215462
18.546672,6.118977,8.470067,1.212818
19.346692,6.189378,8.657272,1.209981
20.146668,6.260319,8.844262,1.207026
20.946581,6.331795,9.031030,1.204141
22.263407,6.419652,9.348297,1.204141
