time,x,y,theta
0.000000,7.069080,11.790126,1.397318
3.826669,7.245160,11.051697,2.066932
12.568365,8.322510,9.169862,2.031867
13.694543,8.428461,9.000540,2.187127
14.825694,8.549322,8.841229,2.238144
15.956883,8.674865,8.685555,2.256032
17.088087,8.802219,8.531358,2.264292
25.231664,9.108117,6.560599,2.137355
31.415744,9.885529,5.409815,2.222703
32.513567,10.020511,5.265277,2.381061
33.536448,10.172764,5.135744,2.469476
34.517307,10.333321,5.016560,2.522963
35.474706,10.498893,4.904417,2.560192
36.416688,10.668034,4.797723,2.590065
37.346900,10.840108,4.695825,2.617161
38.266991,11.014867,4.598605,2.644123
48.488905,12.759116,3.955280,2.743972
49.398647,12.682009,3.985046,2.770038
50.200636,12.611175,4.010176,2.798662
51.000605,12.550628,4.029935,2.826141
51.800380,12.484588,4.049419,2.857546
52.600007,12.406092,4.069683,2.894886
53.399517,12.313227,4.089730,2.937571
54.198885,12.207225,4.107768,2.983361
56.265184,11.840084,3.744372,2.983361
