time,xc,yc,theta_c,sx,sy
0.000000,6.925495,10.044334,1.397318,1.000000,1.000000
3.826669,6.927774,9.296933,1.280950,1.015998,1.234275
12.568365,7.516372,7.621774,0.955088,0.991405,1.475679
13.694543,7.651009,7.441152,0.967865,0.989062,1.525218
14.825694,7.790684,7.263313,0.978304,0.993256,1.574802
15.956883,7.931773,7.086598,0.987889,0.999759,1.624468
17.088087,8.073192,6.910222,0.996983,1.007373,1.674390
25.231664,8.462751,5.158205,0.935580,0.866659,1.955040
31.415744,8.901292,3.920824,0.803995,1.006190,2.028217
32.513567,9.049416,3.754363,0.814289,1.012020,2.068993
33.536448,9.211729,3.608863,0.822033,1.016238,2.097501
34.517307,9.381054,3.476812,0.828571,1.019511,2.119777
35.474706,9.554325,3.353172,0.834412,1.022548,2.138734
36.416688,9.730198,3.235500,0.839819,1.025703,2.155567
37.346900,9.908057,3.122656,0.844934,1.029191,2.170800
38.266991,10.087611,3.014172,0.849846,1.033192,2.184660
48.488905,11.671585,2.322861,0.875789,1.118009,1.313926
49.398647,11.767141,2.332077,0.956385,1.076641,1.284154
50.200636,11.852932,2.334313,1.036842,1.048220,1.252077
51.000605,11.915499,2.327950,1.107967,1.035614,1.198141
51.800380,11.962788,2.313121,1.178011,1.034067,1.141435
52.600007,11.997433,2.290227,1.249511,1.041894,1.089240
53.399517,12.021117,2.259121,1.322329,1.058390,1.044594
54.198885,12.035977,2.219543,1.395165,1.082968,1.008783
56.265184,12.000000,2.000000,1.570800,1.000000,1.000000
