time,x,y,theta
0.000000,5.773277,9.090170,1.397318
3.826669,5.449540,8.530507,1.961653
12.568365,5.695545,7.527033,2.105031
13.694543,5.793464,7.352607,2.082452
14.825694,5.891590,7.178284,2.083182
15.956883,5.989276,7.003714,2.079063
17.088087,6.086144,6.828689,2.074148
25.231664,6.350339,5.489305,1.819585
31.415744,6.689214,4.461062,2.033871
32.513567,6.798566,4.294129,2.231094
33.536448,6.933236,4.146492,2.356298
34.517307,7.080647,4.011396,2.425032
35.474706,7.234886,3.884100,2.467095
36.416688,7.393364,3.762107,2.496341
37.346900,7.554868,3.644144,2.519192
38.266991,7.718782,3.529549,2.538652
48.488905,9.877187,2.161427,2.578630
49.398647,10.042323,2.048541,2.512087
50.200636,10.199742,1.925090,2.447137
51.000605,10.348804,1.791758,2.381968
51.800380,10.488963,1.649165,2.317945
52.600007,10.620042,1.498231,2.257426
53.399517,10.742364,1.340153,2.203207
54.198885,10.856809,1.176327,2.157889
56.265184,11.029778,0.861271,2.157889
