time,xc,yc,theta_c,sx,sy
0.000000,5.685273,5.930832,0.793619,1.000000,1.000000
4.954082,5.974955,6.993339,0.680845,0.903241,1.079283
5.762849,6.005335,7.191387,0.677747,0.907017,1.074038
6.585403,6.054782,7.386746,0.674574,0.911815,1.065677
7.415928,6.112593,7.580457,0.671644,0.917061,1.055796
8.249966,6.173753,7.773408,0.668753,0.922577,1.045144
9.084952,6.235825,7.966104,0.665657,0.928338,1.033977
16.981006,6.695522,9.752763,0.515859,0.937008,1.036578
17.796406,6.716066,9.943080,0.495310,0.978469,1.016124
18.618227,6.746019,10.134201,0.476338,1.016001,0.995825
19.446643,6.783529,10.325585,0.458790,1.051031,0.975844
20.247123,6.825792,10.512120,0.438771,1.081153,0.960470
21.047585,6.859499,10.651560,0.383891,1.078099,0.986762
21.847606,6.888078,10.773709,0.316499,1.062477,1.028547
22.647292,6.912177,10.889862,0.245185,1.041902,1.073886
24.695492,7.000000,11.000000,0.000000,1.000000,1.000000
