time,x,y,vx,vy
0.000000,19.000000,15.000000,nan,nan
1.200000,18.764800,14.813772,nan,nan
2.400000,18.542899,14.611881,nan,nan
3.600000,18.320999,14.409989,nan,nan
4.800000,18.099098,14.208098,nan,nan
6.000000,17.877197,14.006206,nan,nan
7.200000,17.655297,13.804315,nan,nan
8.400000,17.433396,13.602424,nan,nan
9.600000,17.211496,13.400532,nan,nan
10.800000,16.989595,13.198641,nan,nan
12.000000,16.767694,12.996750,nan,nan
13.200000,16.545794,12.794858,nan,nan
14.400000,16.323893,12.592967,nan,nan
15.600000,16.101993,12.391076,nan,nan
16.800000,15.880092,12.189184,nan,nan
18.000000,15.658191,11.987293,nan,nan
19.200000,15.436291,11.785401,nan,nan
20.400000,15.214390,11.583510,nan,nan
21.600000,14.992490,11.381619,nan,nan
22.800000,14.770589,11.179727,nan,nan
24.000000,14.548689,10.977836,nan,nan
25.200000,14.326788,10.775945,nan,nan
26.400000,14.104887,10.574053,nan,nan
27.600000,13.882987,10.372162,nan,nan
28.800000,13.661086,10.170270,nan,nan
30.000000,13.439186,9.968379,nan,nan
31.200000,13.217285,9.766488,nan,nan
32.400000,12.995384,9.564596,nan,nan
33.600000,12.773484,9.362705,nan,nan
34.800000,12.551583,9.160814,nan,nan
36.000000,12.329683,8.958922,nan,nan
37.200000,12.107782,8.757031,nan,nan
38.400000,11.885881,8.555139,nan,nan
39.600000,11.663981,8.353248,nan,nan
40.800000,11.442080,8.151357,nan,nan
42.000000,11.220180,7.949465,nan,nan
43.200000,10.998279,7.747574,nan,nan
44.400000,10.776378,7.545683,nan,nan
45.600000,10.554478,7.343791,nan,nan
46.800000,10.332577,7.141900,nan,nan
48.000000,10.110677,6.940009,nan,nan
49.200000,9.888776,6.738117,nan,nan
50.400000,9.666875,6.536226,nan,nan
51.600000,9.444975,6.334334,nan,nan
52.800000,9.223074,6.132443,nan,nan
54.000000,9.001174,5.930552,nan,nan
55.200000,8.779273,5.728660,nan,nan
56.400000,8.557372,5.526769,nan,nan
57.600000,8.335472,5.324878,nan,nan
58.800000,8.113571,5.122986,nan,nan
60.000000,7.891671,4.921095,nan,nan
61.200000,7.669770,4.719203,nan,nan
62.400000,7.447869,4.517312,nan,nan
63.600000,7.225969,4.315421,nan,nan
64.800000,7.004068,4.113529,nan,nan
66.000000,6.782168,3.911638,nan,nan
67.200000,6.560267,3.709747,nan,nan
68.400000,6.338366,3.507855,nan,nan
69.600000,6.116466,3.305964,nan,nan
70.229827,6.000000,3.200000,nan,nan
