time,x,y,vx,vy
0.0000,17.8975,8.5750,-0.0000,0.0000
0.0500,17.8944,8.5752,-0.1248,0.0075
0.1000,17.8850,8.5758,-0.2496,0.0149
0.1500,17.8725,8.5765,-0.2496,0.0149
0.2000,17.8600,8.5773,-0.2496,0.0149
0.2500,17.8476,8.5780,-0.2496,0.0149
0.3000,17.8351,8.5788,-0.2496,0.0149
0.3500,17.8226,8.5795,-0.2496,0.0149
0.4000,17.8101,8.5803,-0.2496,0.0149
0.4500,17.7977,8.5810,-0.2496,0.0149
0.5000,17.7852,8.5817,-0.2496,0.0149
0.5500,17.7727,8.5825,-0.2496,0.0149
0.6000,17.7602,8.5832,-0.2496,0.0149
0.6500,17.7477,8.5840,-0.2496,0.0149
0.7000,17.7353,8.5847,-0.2496,0.0149
0.7500,17.7228,8.5855,-0.2496,0.0149
0.8000,17.7103,8.5862,-0.2496,0.0149
0.8500,17.6978,8.5870,-0.2496,0.0149
0.9000,17.6854,8.5877,-0.2496,0.0149
0.9500,17.6729,8.5885,-0.2496,0.0149
1.0000,17.6604,8.5892,-0.2496,0.0149
1.0500,17.6479,8.5900,-0.2496,0.0149
1.1000,17.6354,8.5907,-0.2496,0.0149
1.1500,17.6230,8.5915,-0.2496,0.0149
1.2000,17.6105,8.5922,-0.2496,0.0149
1.2500,17.6011,8.5928,-0.1248,0.0075
1.3000,17.5980,8.5929,-0.0000,-0.0000
1.3000,17.5980,8.5929,-0.1126,-0.0543
1.3500,17.5952,8.5916,-0.2252,-0.1086
1.4000,17.5867,8.5875,-0.2252,-0.1086
1.4500,17.5755,8.5821,-0.2252,-0.1086
1.5000,17.5642,8.5767,-0.2252,-0.1086
1.5500,17.5530,8.5712,-0.2252,-0.1086
1.6000,17.5417,8.5658,-0.2252,-0.1086
1.6500,17.5305,8.5604,-0.2252,-0.1086
1.7000,17.5192,8.5549,-0.2252,-0.1086
1.7500,17.5079,8.5495,-0.2252,-0.1086
1.8000,17.4967,8.5441,-0.2252,-0.1086
1.8500,17.4854,8.5386,-0.2252,-0.1086
1.9000,17.4742,8.5332,-0.2252,-0.1086
1.9500,17.4629,8.5278,-0.2252,-0.1086
2.0000,17.4516,8.5224,-0.2252,-0.1086
2.0500,17.4404,8.5169,-0.2252,-0.1086
2.1000,17.4291,8.5115,-0.2252,-0.1086
2.1500,17.4179,8.5061,-0.2252,-0.1086
2.2000,17.4066,8.5006,-0.2252,-0.1086
2.2500,17.3953,8.4952,-0.2252,-0.1086
2.3000,17.3841,8.4898,-0.2252,-0.1086
2.3500,17.3728,8.4844,-0.2252,-0.1086
2.4000,17.3616,8.4789,-0.2252,-0.1086
2.4500,17.3503,8.4735,-0.2252,-0.1086
2.5000,17.3390,8.4681,-0.1126,-0.0543
2.5500,17.3306,8.4640,-0.0000,-0.0000
2.6000,17.3278,8.4626,-0.1126,-0.0543
2.6000,17.3278,8.4626,-0.2252,-0.1086
2.6500,17.3250,8.4613,-0.2252,-0.1086
2.7000,17.3165,8.4572,-0.2252,-0.1086
2.7500,17.3053,8.4518,-0.2252,-0.1086
2.8000,17.2940,8.4463,-0.2252,-0.1086
2.8500,17.2828,8.4409,-0.2252,-0.1086
2.9000,17.2715,8.4355,-0.2252,-0.1086
2.9500,17.2602,8.4301,-0.2252,-0.1086
3.0000,17.2490,8.4246,-0.2252,-0.1086
3.0500,17.2377,8.4192,-0.2252,-0.1086
3.1000,17.2265,8.4138,-0.2252,-0.1086
3.1500,17.2152,8.4083,-0.2252,-0.1086
3.2000,17.2039,8.4029,-0.2252,-0.1086
3.2500,17.1927,8.3975,-0.2252,-0.1086
3.3000,17.1814,8.3921,-0.2252,-0.1086
3.3500,17.1702,8.3866,-0.2252,-0.1086
3.4000,17.1589,8.3812,-0.2252,-0.1086
3.4500,17.1476,8.3758,-0.2252,-0.1086
3.5000,17.1364,8.3703,-0.2252,-0.1086
3.5500,17.1251,8.3649,-0.2252,-0.1086
3.6000,17.1139,8.3595,-0.2252,-0.1086
3.6500,17.1026,8.3540,-0.2252,-0.1086
3.7000,17.0913,8.3486,-0.2252,-0.1086
3.7500,17.0801,8.3432,-0.1126,-0.0543
3.8000,17.0688,8.3378,-0.0000,-0.0000
3.8500,17.0604,8.3337,-0.1126,-0.0543
3.9000,17.0576,8.3323,-0.2252,-0.1086
3.9000,17.0576,8.3323,-0.2252,-0.1086
3.9500,17.0548,8.3310,-0.2252,-0.1086
4.0000,17.0463,8.3269,-0.2252,-0.1086
4.0500,17.0350,8.3215,-0.2252,-0.1086
4.1000,17.0238,8.3160,-0.2252,-0.1086
4.1500,17.0125,8.3106,-0.2252,-0.1086
4.2000,17.0013,8.3052,-0.2252,-0.1086
4.2500,16.9900,8.2997,-0.2252,-0.1086
4.3000,16.9788,8.2943,-0.2252,-0.1086
4.3500,16.9675,8.2889,-0.2252,-0.1086
4.4000,16.9562,8.2835,-0.2252,-0.1086
4.4500,16.9450,8.2780,-0.2252,-0.1086
4.5000,16.9337,8.2726,-0.2252,-0.1086
4.5500,16.9225,8.2672,-0.2252,-0.1086
4.6000,16.9112,8.2617,-0.2252,-0.1086
4.6500,16.8999,8.2563,-0.2252,-0.1086
4.7000,16.8887,8.2509,-0.2252,-0.1086
