time,x,y,theta
0.000000,6.361342,12.039724,1.471242
5.634250,6.892325,11.777710,1.866129
6.652909,6.975512,11.596619,2.130717
7.783412,7.082951,11.427953,2.140233
8.914905,7.190826,11.259590,2.140400
10.046385,7.298571,11.091141,2.139124
11.177859,7.406061,10.922526,2.137495
12.309324,7.513269,10.753729,2.135808
13.440779,7.620193,10.584750,2.134143
14.572220,7.726839,10.415594,2.132522
15.703625,7.833217,10.246264,2.130948
16.834940,7.939335,10.076763,2.129423
17.966207,8.045201,9.907099,2.127946
19.097465,8.150820,9.737280,2.126515
20.228716,8.256201,9.567312,2.125128
21.359956,8.361349,9.397200,2.123785
22.491154,8.466272,9.226948,2.122488
23.621678,8.570993,9.056571,2.121352
24.641976,8.678076,8.887668,2.143556
25.525173,8.788818,8.721119,2.165128
26.345751,8.902205,8.556329,2.178047
27.149972,9.017069,8.392544,2.184910
27.950943,9.132742,8.229319,2.188811
28.751343,9.248927,8.066450,2.191521
29.551740,9.365509,7.903863,2.193804
30.352294,9.482445,7.741526,2.195909
31.153050,9.599709,7.579423,2.197873
31.954011,9.717274,7.417536,2.199660
32.755170,9.835106,7.255839,2.201217
33.556520,9.953163,7.094303,2.202498
34.358054,10.071396,6.932893,2.203464
35.159767,10.189752,6.771569,2.204085
35.961649,10.308172,6.610288,2.204341
36.763682,10.426597,6.449008,2.204217
37.565843,10.544964,6.287682,2.203709
45.496241,11.757016,4.863895,2.558411
53.472677,13.047855,3.343960,2.300930
54.271146,13.182208,3.196324,2.323953
55.069333,13.319190,3.051220,2.338161
55.859628,13.455938,2.908619,2.340794
58.006214,13.348143,2.757028,2.340794
