time,xc,yc,theta_c,sx,sy
0.000000,6.980629,10.623015,1.471242,1.000000,1.000000
5.634250,7.799610,10.206162,1.476342,1.097044,1.388932
6.652909,7.934145,10.040368,1.484635,1.088892,1.438520
7.783412,8.068217,9.858885,1.478119,1.091244,1.487722
8.914905,8.202720,9.677540,1.471773,1.093550,1.536722
10.046385,8.337483,9.496332,1.465767,1.095658,1.585650
11.177859,8.472426,9.315217,1.460094,1.097556,1.634559
12.309324,8.607514,9.134175,1.454735,1.099248,1.683465
13.440779,8.742727,8.953198,1.449666,1.100741,1.732376
14.572220,8.878048,8.772276,1.444866,1.102046,1.781294
15.703625,9.013463,8.591405,1.440316,1.103169,1.830220
16.834940,9.148953,8.410576,1.435998,1.104119,1.879146
17.966207,9.284514,8.229786,1.431894,1.104904,1.928081
19.097465,9.420140,8.049031,1.427992,1.105532,1.977035
20.228716,9.555823,7.868307,1.424277,1.106011,2.026010
21.359956,9.691555,7.687611,1.420737,1.106348,2.075005
22.491154,9.827326,7.506938,1.417361,1.106550,2.124017
23.621678,9.963048,7.326284,1.414131,1.106634,2.172940
24.641976,10.083800,7.145004,1.409694,1.108644,2.202106
25.525173,10.180880,6.962801,1.403183,1.113709,2.200573
26.345751,10.260188,6.779936,1.394952,1.121123,2.176676
27.149972,10.330031,6.596690,1.385608,1.129992,2.141515
27.950943,10.395800,6.413227,1.375574,1.139776,2.102114
28.751343,10.460115,6.229625,1.365071,1.150230,2.061839
29.551740,10.524002,6.045913,1.354192,1.161270,2.022017
30.352294,10.587755,5.862095,1.342969,1.172886,1.983071
31.153050,10.651385,5.678164,1.331410,1.185099,1.945091
31.954011,10.714816,5.494104,1.319513,1.197936,1.908080
32.755170,10.777958,5.309900,1.307281,1.211426,1.872026
33.556520,10.840725,5.125537,1.294717,1.225593,1.836932
34.358054,10.903034,4.940999,1.281827,1.240460,1.802808
35.159767,10.964806,4.756271,1.268620,1.256047,1.769667
35.961649,11.025960,4.571338,1.255108,1.272372,1.737520
36.763682,11.086407,4.386186,1.241303,1.289450,1.706372
37.565843,11.146055,4.200804,1.227216,1.307298,1.676222
45.496241,11.760170,2.575513,1.027745,1.452023,1.565628
53.472677,11.654484,2.099259,0.253729,1.232212,1.129540
54.271146,11.691701,2.103365,0.163043,1.222534,1.105010
55.069333,11.747016,2.107933,0.076059,1.215972,1.084635
55.859628,11.815918,2.107718,-0.004620,1.213744,1.067953
58.006214,12.000000,2.000000,0.000000,1.000000,1.000000
