time,x,y,theta
0.000000,6.248453,9.133696,1.471242
5.634250,6.836029,8.584220,2.357427
6.652909,6.956458,8.425593,2.070054
7.783412,7.051251,8.249518,2.066264
8.914905,7.146900,8.073903,2.071981
10.046385,7.243459,7.898785,2.076814
11.177859,7.340812,7.724106,2.081142
12.309324,7.438885,7.549827,2.085096
13.440779,7.537615,7.375919,2.088735
14.572220,7.636952,7.202354,2.092096
15.703625,7.736847,7.029110,2.095206
16.834940,7.837259,6.856162,2.098087
17.966207,7.938150,6.683493,2.100759
19.097465,8.039483,6.511081,2.103240
20.228716,8.141227,6.338912,2.105546
21.359956,8.243352,6.166967,2.107688
22.491154,8.345830,5.995231,2.109673
23.621678,8.448604,5.823671,2.111256
24.641976,8.545489,5.648757,2.057692
25.525173,8.632424,5.468690,2.000181
26.345751,8.711128,5.284844,1.961531
27.149972,8.784594,5.098826,1.938827
27.950943,8.854900,4.911584,1.925073
28.751343,8.923096,4.723563,1.915224
29.551740,8.989579,4.534930,1.906554
30.352294,9.054418,4.345728,1.897828
31.153050,9.117539,4.155948,1.888570
31.954011,9.178819,3.965569,1.878642
32.755170,9.238124,3.774568,1.868032
33.556520,9.295319,3.582927,1.856765
34.358054,9.350275,3.390636,1.844866
35.159767,9.402865,3.197688,1.832353
35.961649,9.452962,3.004081,1.819235
36.763682,9.500441,2.809819,1.805507
37.565843,9.545173,2.614912,1.791157
45.496241,9.815480,1.112470,2.019265
53.472677,9.635482,2.253114,1.261819
54.271146,9.712087,2.427823,1.108292
55.069333,9.814145,2.592123,0.969223
55.859628,9.931775,2.736406,0.849044
58.006214,10.445284,2.580528,0.849044
